Instances,feature_ cheap.pattern.time,feature_ cheap.pattern.vertices,feature_ cheap.pattern.edges,feature_ cheap.pattern.loops,feature_ cheap.pattern.meandeg,feature_ cheap.pattern.maxdeg,feature_ cheap.pattern.degisfixed,feature_ cheap.pattern.density,feature_ cheap.target.time,feature_ cheap.target.vertices,feature_ cheap.target.edges,feature_ cheap.target.loops,feature_ cheap.target.meandeg,feature_ cheap.target.maxdeg,feature_ cheap.target.degisfixed,feature_ cheap.target.density,feature_ distance.pattern.time,feature_ distance.pattern.isconnected,feature_ distance.pattern.meandistance,feature_ distance.pattern.maxdistance,feature_ distance.pattern.proportiondistancege2,feature_ distance.pattern.proportiondistancege3,feature_ distance.pattern.proportiondistancege4,feature_ distance.target.time,feature_ distance.target.isconnected,feature_ distance.target.meandistance,feature_ distance.target.maxdistance,feature_ distance.target.proportiondistancege2,feature_ distance.target.proportiondistancege3,feature_ distance.target.proportiondistancege4,feature_ lad.values.removed,feature_ lad.values.removed.percent,feature_ lad.values.removed.min,feature_ lad.values.removed.max,feature_ lad.time,algo_lad,algo_supplementallad,algo_vf2,algo_glasgow1,algo_glasgow2,algo_glasgow3,algo_glasgow4
images-CVIU11-38-23,0.0,126.0,176.0,0.0,2.79365,4.0,0.0,0.022349,23.0,4264.0,6230.0,13.0,2.91909,4.0,0.0,0.000685,0.0,1.0,10.418,28.0,0.969892,0.935878,0.891912,1772.0,1.0,42.7418,94.0,0.999082,0.997953,0.996345,114657.0,21.340905,0.304878,97.162292,5.0,9507.0,4317.0,2309.0,264.0,1887.0,3594.0,3637.0
images-CVIU11-38-71,0.0,126.0,176.0,0.0,2.79365,4.0,0.0,0.022349,27.0,4700.0,6913.0,6.0,2.94043,4.0,0.0,0.000626,0.0,1.0,10.418,28.0,0.969892,0.935878,0.891912,2192.0,1.0,40.981,85.0,0.999162,0.998145,0.996718,109458.0,18.483283,0.12766,97.404259,6.0,12767.0,6113.0,2677.0,290.0,1878.0,4258.0,8379.0
images-CVIU11-38-78,0.0,126.0,176.0,0.0,2.79365,4.0,0.0,0.022349,37.0,5489.0,8115.0,8.0,2.95537,4.0,0.0,0.000539,0.0,1.0,10.418,28.0,0.969892,0.935878,0.891912,3071.0,1.0,40.9675,86.0,0.99928,0.998378,0.997085,118052.0,17.069059,0.145746,96.921112,10.0,18720.0,8860.0,4132.0,409.0,2034.0,3360.0,6880.0
images-CVIU11-39-107,0.0,147.0,215.0,0.0,2.92517,4.0,0.0,0.020035,12.0,3132.0,4592.0,3.0,2.93135,4.0,0.0,0.000937,1.0,1.0,10.3491,26.0,0.973298,0.942663,0.899995,821.0,1.0,37.9969,82.0,0.998745,0.997228,0.995086,123789.0,26.887038,0.766284,97.222221,6.0,3113.0,231.0,108.0,295.0,2977.0,1998.0,1449.0
images-CVIU11-39-114,0.0,147.0,215.0,0.0,2.92517,4.0,0.0,0.020035,5.0,2124.0,3095.0,3.0,2.9129,4.0,0.0,0.001373,1.0,1.0,10.3491,26.0,0.973298,0.942663,0.899995,339.0,1.0,31.1288,71.0,0.998158,0.995895,0.992667,88586.0,28.372215,1.506591,97.693031,3.0,1465.0,69.0,50.0,278.0,2812.0,886.0,569.0
images-CVIU11-39-37,0.0,147.0,215.0,0.0,2.92517,4.0,0.0,0.020035,35.0,5352.0,7953.0,3.0,2.97141,4.0,0.0,0.000555,1.0,1.0,10.3491,26.0,0.973298,0.942663,0.899995,2951.0,1.0,45.9944,96.0,0.999258,0.998308,0.996931,169175.0,21.503183,0.523169,96.71151,9.0,13511.0,380.0,345.0,1121.0,5993.0,10789.0,6827.0
images-CVIU11-39-68,0.0,147.0,215.0,0.0,2.92517,4.0,0.0,0.020035,37.0,5540.0,8167.0,6.0,2.94729,4.0,0.0,0.000532,1.0,1.0,10.3491,26.0,0.973298,0.942663,0.899995,3205.0,1.0,41.9472,95.0,0.999288,0.998405,0.997142,196658.0,24.148186,0.776173,97.490974,9.0,10122.0,410.0,339.0,1113.0,9988.0,7970.0,5278.0
images-CVIU11-39-80,0.0,147.0,215.0,0.0,2.92517,4.0,0.0,0.020035,9.0,2734.0,4025.0,1.0,2.94404,4.0,0.0,0.001077,1.0,1.0,10.3491,26.0,0.973298,0.942663,0.899995,594.0,1.0,36.344,76.0,0.998558,0.996783,0.994304,99811.0,24.834908,0.950988,97.000732,4.0,2040.0,173.0,85.0,457.0,3391.0,1755.0,1145.0
images-CVIU11-4-42,0.0,147.0,201.0,1.0,2.72789,4.0,0.0,0.018731,19.0,3834.0,5635.0,7.0,2.93766,4.0,0.0,0.000767,1.0,1.0,10.5292,25.0,0.974686,0.946643,0.908325,1336.0,1.0,42.9811,101.0,0.998973,0.997689,0.995837,82490.0,14.636319,0.182577,99.817421,8.0,6767.0,1569.0,345.0,154.0,2467.0,3163.0,4407.0
images-CVIU11-4-50,0.0,147.0,201.0,1.0,2.72789,4.0,0.0,0.018731,35.0,5306.0,7890.0,2.0,2.97361,4.0,0.0,0.000561,1.0,1.0,10.5292,25.0,0.974686,0.946643,0.908325,2863.0,1.0,41.3371,87.0,0.999251,0.998287,0.996873,85210.0,10.924611,0.037693,99.962303,10.0,15118.0,3959.0,696.0,280.0,2491.0,2581.0,3610.0
images-CVIU11-40-126,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,2.0,1342.0,1942.0,3.0,2.89195,4.0,0.0,0.002158,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,121.0,1.0,23.8733,51.0,0.997102,0.993643,0.988818,16128.0,18.489052,1.266766,23.695976,0.0,742.0,705.0,56.0,153.0,292.0,1104.0,1099.0
images-CVIU11-40-136,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,12.0,3109.0,4618.0,3.0,2.96977,4.0,0.0,0.000956,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,822.0,1.0,33.6504,69.0,0.998723,0.997128,0.994849,19366.0,9.583096,0.771952,12.415567,2.0,5590.0,4618.0,317.0,898.0,1720.0,5795.0,7873.0
images-CVIU11-40-139,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,5.0,2051.0,3043.0,2.0,2.96636,4.0,0.0,0.001447,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,315.0,1.0,26.98,56.0,0.998067,0.995654,0.992211,13441.0,10.082136,0.682594,12.969283,2.0,2411.0,2075.0,146.0,557.0,619.0,1238.0,2487.0
images-CVIU11-40-23,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,22.0,4264.0,6230.0,13.0,2.91909,4.0,0.0,0.000685,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,1770.0,1.0,42.7418,94.0,0.999082,0.997953,0.996345,46071.0,16.622529,1.477486,21.341463,4.0,7937.0,6700.0,522.0,1990.0,3528.0,7240.0,17680.0
images-CVIU11-40-46,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,18.0,3794.0,5613.0,6.0,2.9573,4.0,0.0,0.00078,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,1300.0,1.0,40.2999,93.0,0.998957,0.997622,0.995702,29818.0,12.091156,1.107011,15.44544,4.0,7571.0,6574.0,485.0,1474.0,3950.0,4054.0,11079.0
images-CVIU11-40-8,0.0,65.0,92.0,0.0,2.83077,3.0,0.0,0.044231,15.0,3501.0,5098.0,9.0,2.90974,4.0,0.0,0.000832,0.0,1.0,7.37788,18.0,0.941065,0.871953,0.789112,977.0,1.0,47.8083,105.0,0.998884,0.997534,0.995647,38739.0,17.023268,1.628106,21.850901,4.0,5258.0,5096.0,344.0,909.0,1723.0,6996.0,8713.0
images-CVIU11-41-113,0.0,90.0,123.0,0.0,2.73333,4.0,0.0,0.030712,10.0,2877.0,4146.0,7.0,2.87974,4.0,0.0,0.001002,0.0,1.0,6.95181,16.0,0.958519,0.907654,0.837284,704.0,1.0,32.754,72.0,0.998652,0.997063,0.994823,64774.0,25.016027,0.243309,98.401115,4.0,1529.0,1901.0,2195.0,91.0,973.0,3725.0,4003.0
images-CVIU11-41-4,0.0,90.0,123.0,0.0,2.73333,4.0,0.0,0.030712,21.0,4104.0,5995.0,6.0,2.92008,4.0,0.0,0.000712,0.0,1.0,6.95181,16.0,0.958519,0.907654,0.837284,1569.0,1.0,42.8867,87.0,0.999045,0.997884,0.996234,79803.0,21.60575,0.146199,97.368423,5.0,4137.0,5066.0,5400.0,211.0,1623.0,6620.0,9208.0
images-CVIU11-41-86,0.0,90.0,123.0,0.0,2.73333,4.0,0.0,0.030712,17.0,3696.0,5440.0,4.0,2.94264,4.0,0.0,0.000797,0.0,1.0,6.95181,16.0,0.958519,0.907654,0.837284,1211.0,1.0,41.7675,117.0,0.998934,0.99761,0.995717,63939.0,19.221681,0.108225,97.564934,6.0,3296.0,3672.0,4109.0,155.0,1127.0,2962.0,5575.0
images-CVIU11-41-88,0.0,90.0,123.0,0.0,2.73333,4.0,0.0,0.030712,25.0,4497.0,6539.0,11.0,2.90571,4.0,0.0,0.000647,0.0,1.0,6.95181,16.0,0.958519,0.907654,0.837284,1998.0,1.0,37.2689,90.0,0.999132,0.998088,0.996619,95961.0,23.709881,0.244608,96.775627,5.0,4992.0,6199.0,6210.0,264.0,1308.0,8721.0,10132.0
images-CVIU11-42-112,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,8.0,2526.0,3633.0,2.0,2.87569,4.0,0.0,0.001139,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,497.0,1.0,36.8552,80.0,0.998466,0.996675,0.994215,66810.0,27.266939,0.079177,98.020584,2.0,1273.0,1090.0,170.0,87.0,798.0,2744.0,1536.0
images-CVIU11-42-122,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,14.0,3315.0,4877.0,3.0,2.94148,4.0,0.0,0.000888,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,1021.0,1.0,31.4018,64.0,0.998811,0.997332,0.995212,62382.0,19.400103,0.090498,97.858223,4.0,3099.0,2237.0,344.0,161.0,951.0,2430.0,5837.0
images-CVIU11-42-53,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,9.0,2639.0,3881.0,6.0,2.93899,4.0,0.0,0.001115,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,564.0,1.0,32.7909,67.0,0.998508,0.996669,0.994084,55160.0,21.548306,0.227359,96.513832,3.0,2040.0,1652.0,220.0,122.0,641.0,1043.0,3922.0
images-CVIU11-42-68,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,37.0,5540.0,8167.0,6.0,2.94729,4.0,0.0,0.000532,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,3185.0,1.0,41.9472,95.0,0.999288,0.998405,0.997142,103627.0,19.283747,0.108303,97.490974,9.0,8397.0,6229.0,916.0,464.0,1969.0,3253.0,15205.0
images-CVIU11-42-78,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,37.0,5489.0,8115.0,8.0,2.95537,4.0,0.0,0.000539,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,3124.0,1.0,40.9675,86.0,0.99928,0.998378,0.997085,100953.0,18.960696,0.145746,96.921112,8.0,9210.0,6439.0,936.0,508.0,1940.0,3222.0,17169.0
images-CVIU11-42-80,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,9.0,2734.0,4025.0,1.0,2.94404,4.0,0.0,0.001077,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,597.0,1.0,36.344,76.0,0.998558,0.996783,0.994304,52818.0,19.91644,0.036576,97.000732,2.0,2004.0,1360.0,236.0,120.0,812.0,1109.0,2425.0
images-CVIU11-42-88,0.0,97.0,136.0,0.0,2.80412,4.0,0.0,0.02921,25.0,4497.0,6539.0,11.0,2.90571,4.0,0.0,0.000647,0.0,1.0,7.34665,16.0,0.960782,0.915932,0.856627,1995.0,1.0,37.2689,90.0,0.999132,0.998088,0.996619,109277.0,25.051523,0.244608,96.775627,5.0,5438.0,4561.0,555.0,379.0,1364.0,3885.0,6668.0
images-CVIU11-43-112,0.0,89.0,116.0,0.0,2.60674,3.0,0.0,0.029622,8.0,2526.0,3633.0,2.0,2.87569,4.0,0.0,0.001139,0.0,1.0,12.3238,26.0,0.959475,0.921601,0.879182,496.0,1.0,36.8552,80.0,0.998466,0.996675,0.994215,33562.0,14.928786,0.079177,27.038797,4.0,3467.0,861.0,81.0,242.0,151.0,604.0,849.0
images-CVIU11-43-65,0.0,89.0,116.0,0.0,2.60674,3.0,0.0,0.029622,15.0,3468.0,5112.0,3.0,2.94723,4.0,0.0,0.00085,0.0,1.0,12.3238,26.0,0.959475,0.921601,0.879182,1072.0,1.0,35.6588,74.0,0.998862,0.997438,0.995426,26605.0,8.61974,0.086505,15.83045,5.0,8653.0,1341.0,145.0,396.0,270.0,1073.0,1564.0
images-CVIU11-43-76,0.0,89.0,116.0,0.0,2.60674,3.0,0.0,0.029622,41.0,5763.0,8486.0,5.0,2.94413,4.0,0.0,0.000511,0.0,1.0,12.3238,26.0,0.959475,0.921601,0.879182,3416.0,1.0,47.3548,101.0,0.999316,0.998462,0.997237,41957.0,8.180235,0.08676,15.235121,9.0,23278.0,3940.0,398.0,1201.0,1186.0,2751.0,3825.0
images-CVIU11-44-119,0.0,145.0,212.0,0.0,2.92414,4.0,0.0,0.020307,35.0,5376.0,7926.0,4.0,2.94792,4.0,0.0,0.000549,1.0,1.0,8.77232,21.0,0.972937,0.939263,0.893127,2949.0,1.0,41.5088,87.0,0.999266,0.998343,0.997006,190728.0,24.467365,0.074405,96.819199,9.0,9927.0,6491.0,501.0,472.0,6729.0,12754.0,14576.0
images-CVIU11-44-20,0.0,145.0,212.0,0.0,2.92414,4.0,0.0,0.020307,27.0,4682.0,6880.0,6.0,2.93763,4.0,0.0,0.000628,1.0,1.0,8.77232,21.0,0.972937,0.939263,0.893127,2147.0,1.0,43.7777,92.0,0.999159,0.998116,0.996622,171210.0,25.219108,0.12815,97.586502,8.0,5664.0,4269.0,375.0,337.0,2211.0,3657.0,10420.0
images-CVIU11-44-84,0.0,145.0,212.0,0.0,2.92414,4.0,0.0,0.020307,1.0,1072.0,1541.0,2.0,2.87313,4.0,0.0,0.002684,1.0,1.0,8.77232,21.0,0.972937,0.939263,0.893127,73.0,1.0,20.7674,49.0,0.996389,0.992214,0.986493,52850.0,34.000257,0.186567,97.761192,2.0,175.0,161.0,20.0,21.0,190.0,384.0,609.0
images-CVIU11-44-98,0.0,145.0,212.0,0.0,2.92414,4.0,0.0,0.020307,5.0,2005.0,2887.0,10.0,2.87481,4.0,0.0,0.001437,1.0,1.0,8.77232,21.0,0.972937,0.939263,0.893127,293.0,1.0,32.821,73.0,0.99807,0.99582,0.992712,98431.0,33.857081,0.498753,97.007484,3.0,922.0,847.0,66.0,66.0,428.0,915.0,1514.0
images-CVIU11-5-134,0.0,59.0,81.0,0.0,2.74576,3.0,0.0,0.047341,13.0,3182.0,4715.0,2.0,2.96292,4.0,0.0,0.000932,0.0,1.0,7.27294,16.0,0.936512,0.87044,0.795174,870.0,1.0,33.876,76.0,0.998755,0.997179,0.994927,17006.0,9.058369,0.062854,13.042112,2.0,4895.0,2132.0,457.0,643.0,527.0,921.0,1202.0
images-CVIU11-5-19,0.0,59.0,81.0,0.0,2.74576,3.0,0.0,0.047341,42.0,5916.0,8741.0,6.0,2.95402,4.0,0.0,0.0005,0.0,1.0,7.27294,16.0,0.936512,0.87044,0.795174,3648.0,1.0,47.8128,101.0,0.999332,0.998484,0.99726,34488.0,9.880703,0.10142,14.266397,6.0,16205.0,6820.0,1394.0,3005.0,1652.0,5219.0,5031.0
images-CVIU11-5-62,0.0,59.0,81.0,0.0,2.74576,3.0,0.0,0.047341,31.0,5025.0,7388.0,14.0,2.93771,4.0,0.0,0.000585,0.0,1.0,7.27294,16.0,0.936512,0.87044,0.795174,2512.0,1.0,44.1066,110.0,0.999217,0.998253,0.996888,40200.0,13.559322,0.278607,19.60199,6.0,10342.0,5577.0,945.0,1649.0,1219.0,2021.0,4559.0
images-CVIU11-6-119,0.0,53.0,68.0,0.0,2.56604,4.0,0.0,0.049347,35.0,5376.0,7926.0,4.0,2.94792,4.0,0.0,0.000549,0.0,1.0,7.59361,19.0,0.932716,0.869349,0.801709,2948.0,1.0,41.5088,87.0,0.999266,0.998343,0.997006,42089.0,14.771802,0.074405,96.819199,7.0,6608.0,3144.0,310.0,305.0,570.0,907.0,1261.0
images-CVIU11-6-25,0.0,53.0,68.0,0.0,2.56604,4.0,0.0,0.049347,10.0,2778.0,3946.0,13.0,2.83621,4.0,0.0,0.001023,0.0,1.0,7.59361,19.0,0.932716,0.869349,0.801709,621.0,1.0,36.0208,75.0,0.998621,0.997043,0.994804,33083.0,22.469674,0.467963,98.596115,1.0,1048.0,610.0,88.0,75.0,159.0,255.0,357.0
images-CVIU11-6-58,0.0,53.0,68.0,0.0,2.56604,4.0,0.0,0.049347,7.0,2365.0,3470.0,4.0,2.93277,4.0,0.0,0.001241,0.0,1.0,7.59361,19.0,0.932716,0.869349,0.801709,438.0,1.0,31.9077,67.0,0.998338,0.996296,0.993389,20223.0,16.133871,0.169133,96.701904,1.0,1136.0,575.0,64.0,64.0,132.0,191.0,272.0
images-CVIU11-7-56,0.0,70.0,94.0,0.0,2.68571,4.0,0.0,0.038923,6.0,2308.0,3374.0,3.0,2.92244,4.0,0.0,0.001267,0.0,1.0,7.45756,16.0,0.947347,0.889388,0.822449,412.0,1.0,32.4271,67.0,0.998301,0.996239,0.993335,28822.0,17.839812,0.129983,96.923744,3.0,1505.0,301.0,68.0,68.0,303.0,798.0,1998.0
images-CVIU11-7-96,0.0,70.0,94.0,0.0,2.68571,4.0,0.0,0.038923,11.0,2944.0,4280.0,2.0,2.90693,4.0,0.0,0.000988,0.0,1.0,7.45756,16.0,0.947347,0.889388,0.822449,727.0,1.0,32.8291,76.0,0.998673,0.997088,0.994892,37654.0,18.271545,0.067935,98.13179,3.0,1840.0,492.0,107.0,94.0,463.0,1681.0,4325.0
images-CVIU11-8-120,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,23.0,4301.0,6349.0,3.0,2.95164,4.0,0.0,0.000687,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,1726.0,1.0,39.4806,84.0,0.999081,0.997933,0.996298,112687.0,29.111318,0.069751,97.2332,5.0,1049.0,149.0,191.0,240.0,965.0,4971.0,19336.0
images-CVIU11-8-129,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,4.0,1751.0,2534.0,1.0,2.89377,4.0,0.0,0.001654,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,219.0,1.0,28.5572,61.0,0.997777,0.995146,0.991542,54645.0,34.675424,0.05711,97.772705,3.0,185.0,42.0,32.0,37.0,183.0,1209.0,2567.0
images-CVIU11-8-130,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,3.0,1721.0,2516.0,1.0,2.9233,4.0,0.0,0.0017,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,206.0,1.0,27.8297,58.0,0.997721,0.994968,0.991138,49463.0,31.934276,0.058106,97.733879,2.0,188.0,29.0,30.0,36.0,180.0,1165.0,3967.0
images-CVIU11-8-20,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,27.0,4682.0,6880.0,6.0,2.93763,4.0,0.0,0.000628,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,2152.0,1.0,43.7777,92.0,0.999159,0.998116,0.996622,128135.0,30.40842,0.12815,97.586502,5.0,1019.0,156.0,217.0,248.0,2022.0,7535.0,25828.0
images-CVIU11-8-68,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,37.0,5540.0,8167.0,6.0,2.94729,4.0,0.0,0.000532,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,3212.0,1.0,41.9472,95.0,0.999288,0.998405,0.997142,146421.0,29.366426,0.108303,97.490974,6.0,1822.0,264.0,314.0,339.0,2284.0,9616.0,28991.0
images-CVIU11-8-83,0.0,90.0,130.0,0.0,2.88889,4.0,0.0,0.032459,23.0,4293.0,6284.0,6.0,2.92616,4.0,0.0,0.000682,0.0,1.0,7.40225,19.0,0.95679,0.906667,0.838519,1796.0,1.0,38.0865,86.0,0.999086,0.99796,0.996336,123619.0,31.994979,0.139762,97.041695,5.0,1270.0,170.0,189.0,225.0,922.0,5114.0,37087.0
images-CVIU11-9-110,0.0,148.0,203.0,0.0,2.74324,4.0,0.0,0.018662,9.0,2666.0,3771.0,4.0,2.82746,4.0,0.0,0.001062,1.0,1.0,10.1457,25.0,0.974708,0.947498,0.911797,592.0,1.0,33.6777,82.0,0.998565,0.996926,0.994667,115699.0,29.322956,0.150038,97.56189,4.0,2888.0,2012.0,65.0,94.0,894.0,3710.0,3022.0
meshes-CVIU11-1-106,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,1.0,969.0,1909.0,1.0,3.93911,952.0,0.0,0.00407,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,55.0,1.0,2.03089,4.0,0.994904,0.034651,0.000273,0.0,100.0,0.0,0.0,1.0,1.0,13.0,8.0,8.0,46.0,230.0,776.0
meshes-CVIU11-1-120,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,794.0,1939.0,1.0,4.88287,685.0,0.0,0.006159,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,44.0,1.0,2.27537,6.0,0.992592,0.252968,0.026883,0.0,100.0,0.0,0.0,0.0,4.0,11.0,6.0,11.0,47.0,212.0,796.0
meshes-CVIU11-1-149,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,2.0,1439.0,3945.0,1.0,5.48228,1343.0,0.0,0.003813,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,174.0,1.0,2.13418,6.0,0.995496,0.128159,0.009385,0.0,100.0,0.0,0.0,11.0,10.0,31.0,23.0,50.0,290.0,1291.0,5096.0
meshes-CVIU11-1-170,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,1.0,938.0,1692.0,1.0,3.60661,797.0,0.0,0.00385,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,53.0,1.0,2.32814,6.0,0.99509,0.276174,0.050539,0.0,100.0,0.0,0.0,0.0,3.0,10.0,7.0,8.0,37.0,172.0,572.0
meshes-CVIU11-1-175,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,286.0,627.0,1.0,4.38112,238.0,0.0,0.015385,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,3.0,1.0,2.31572,5.0,0.981197,0.298279,0.030686,0.0,100.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,16.0,52.0
meshes-CVIU11-1-187,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,20.0,4034.0,7065.0,0.0,3.50273,3508.0,0.0,0.000869,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,1396.0,1.0,2.26534,6.0,0.998884,0.242952,0.022366,0.0,100.0,0.0,0.0,14.0,24.0,260.0,470.0,193.0,1395.0,7380.0,25826.0
meshes-CVIU11-1-188,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,4.0,1827.0,4708.0,1.0,5.15326,1680.0,0.0,0.002822,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,285.0,1.0,2.15817,5.0,0.996632,0.153462,0.007356,0.0,100.0,0.0,0.0,13.0,13.0,53.0,34.0,54.0,374.0,1507.0,7312.0
meshes-CVIU11-1-20,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,4.0,1830.0,3671.0,1.0,4.01148,1810.0,0.0,0.002194,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,243.0,1.0,2.01959,4.0,0.997262,0.021661,0.000108,0.0,100.0,0.0,0.0,2.0,4.0,57.0,30.0,30.0,181.0,1206.0,4914.0
meshes-CVIU11-1-205,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,1.0,963.0,1765.0,1.0,3.66459,656.0,0.0,0.00381,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,63.0,1.0,2.781,16.0,0.995157,0.529742,0.150654,0.0,100.0,0.0,0.0,0.0,2.0,7.0,7.0,8.0,36.0,156.0,493.0
meshes-CVIU11-1-206,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,35.0,5357.0,8560.0,1.0,3.19563,2899.0,0.0,0.000597,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,3100.0,1.0,3.23126,8.0,0.999217,0.706052,0.355948,0.0,100.0,0.0,0.0,10.0,29.0,235.0,347.0,255.0,1457.0,8423.0,34759.0
meshes-CVIU11-1-220,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,300.0,738.0,0.0,4.92,253.0,0.0,0.016455,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,4.0,1.0,2.32546,7.0,0.980267,0.275489,0.053422,0.0,100.0,0.0,0.0,0.0,3.0,2.0,276.0,1.0,4.0,18.0,62.0
meshes-CVIU11-1-223,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,7.0,2431.0,6300.0,1.0,5.18264,2340.0,0.0,0.002133,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,542.0,1.0,2.07571,6.0,0.997457,0.07324,0.004456,0.0,100.0,0.0,0.0,2.0,6.0,88.0,51.0,72.0,342.0,2978.0,17873.0
meshes-CVIU11-1-225,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,14.0,3303.0,6093.0,1.0,3.68907,3299.0,0.0,0.001117,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,832.0,1.0,2.0013,4.0,0.99858,0.002418,1e-06,0.0,100.0,0.0,0.0,3.0,7.0,283.0,92.0,95.0,716.0,5506.0,24378.0
meshes-CVIU11-1-250,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,529.0,1192.0,1.0,4.50473,419.0,0.0,0.008535,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,15.0,1.0,2.5101,9.0,0.989598,0.366944,0.106139,0.0,100.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,20.0,55.0,234.0
meshes-CVIU11-1-278,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,364.0,468.0,0.0,2.57143,4.0,0.0,0.007084,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,5.0,1.0,13.1661,31.0,0.990188,0.976558,0.956904,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0
meshes-CVIU11-1-279,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,0.0,600.0,770.0,0.0,2.56667,324.0,0.0,0.004285,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,19.0,1.0,3.0752,12.0,0.994056,0.700578,0.261294,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,11.0,38.0,78.0
meshes-CVIU11-1-282,0.0,49.0,136.0,0.0,5.55102,8.0,0.0,0.115646,4.0,1816.0,3020.0,1.0,3.32544,1573.0,0.0,0.001833,0.0,1.0,3.18367,6.0,0.866306,0.663057,0.409829,249.0,1.0,2.2653,4.0,0.997618,0.249187,0.017801,0.0,100.0,0.0,0.0,0.0,3.0,34.0,27.0,29.0,150.0,826.0,3183.0
