Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
170153306.cnf,4.0,0.0,4.0,4.0,0.0,0.409924585,0.695637717,321.0,1123.0,321.0,1123.0,0.0,0.0,0.285841496,0.498367468,0.577337878,0.333333333,1.0,0.559628839,0.009345794,0.0,0.009345794,0.009345794,0.0,0.0,0.0,1.0,0.009345794,0.062527788,0.00890472,0.010685663,0.889936525,0.028603795,0.042215731,0.0,0.090909091,0.622764387,0.004751958,0.278232954,0.000890472,0.008014248,1.808234463,0.508459484,0.018691589,0.062527788,0.017809439,0.021371327,0.014033457,0.04642303,0.013357079,0.016028495,1.053789658,0.119556772,0.042590244,0.105263158,0.125,0.749997871,0.0,0.003115265,0.024922118,0.404984424,0.404984424,0.097943514,0.860425229,6.0657e-05,0.305178117,0.228984687,0.013027342,0.178475857,0.025598147,0.064540043,0.076451169,0.137700283,0.049234893,0.099729417,0.090041612,0.06138069,0.084718727,0.068402467,0.078090016,14.184666667,0.246936599,63.501066667,0.089336935,63.0,56.0,71.0,0.815197302,0.206667988,0.822960014,0.052723302,10.857206307,0.275272859,63.49122807,0.090512577,63.0,56.0,71.0,0.344437511,0.404056269,0.802148536,0.05678439,NaN,NaN,NaN,NaN,NaN,NaN,1094.71,1095.04,NaN,NaN,4219.07,NaN,NaN,NaN,NaN,3.0403,34.797,5.05374,NaN,750.66,NaN,NaN,NaN,NaN,NaN,NaN,640.768,2085.52,NaN,NaN,0.769926,NaN,NaN,NaN,NaN,NaN,1963.93,NaN,1993.64,NaN,NaN,NaN,84.4062,296.955,226.355,NaN,NaN,NaN,514.031,NaN,NaN,NaN,NaN,NaN,NaN,104.727,105.209,112.378,157.487,153.465,17.8042,17.8664,18.6025,17.2924,NaN,2073.71,NaN,756.186,NaN,NaN,3055.83,NaN,NaN
170154931.cnf,4.0,0.0,4.0,4.0,0.0,0.409226374,0.658385228,321.0,1123.0,321.0,1123.0,0.0,0.0,0.285841496,0.495992876,0.577274897,0.333333333,1.0,0.555634867,0.009345794,0.0,0.009345794,0.009345794,0.0,0.0,0.0,1.0,0.009345794,0.061155826,0.00890472,0.010685663,0.883110019,0.03030303,0.042854956,0.0,0.090909091,0.636514168,0.004660414,0.266289061,0.000890472,0.008014248,1.747563439,0.498664292,0.018691589,0.061155826,0.017809439,0.021371327,0.0140287,0.046248437,0.013357079,0.016028495,1.050972496,0.119593492,0.04247822,0.105263158,0.125,0.74197141,0.0,0.0,0.009345794,0.283489097,0.283489097,0.096786826,0.86630804,0.000130841,0.294626634,0.228217456,0.01069288,0.178988954,0.025332874,0.063804405,0.076352484,0.129648517,0.051374668,0.099137483,0.08867309,0.062598559,0.084295445,0.069531037,0.077133336,14.288844355,0.243551051,63.5250501,0.087573537,63.0,56.0,71.0,0.816927941,0.204910772,0.823454939,0.052189106,11.048376408,0.271401109,63.424563729,0.090150095,63.0,56.0,71.0,0.344954524,0.405485464,0.803171683,0.070764425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3804.32,9.84328,7.04325,7.61102,767.583,1067.69,NaN,NaN,NaN,NaN,NaN,NaN,935.016,374.785,419.832,124.327,0.0361259,231.016,959.74,NaN,719.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157.79,426.397,353.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,681.485,108.576,109.252,239.561,17.9659,17.96,962.151,517.355,18.8035,508.696,NaN,1126.01,NaN,1094.82,4600.34,NaN,NaN,720.841,NaN
170222843.cnf,4.0,0.0,4.0,4.0,0.0,0.409404265,0.662423991,322.0,1127.0,322.0,1127.0,0.0,0.0,0.285714286,0.506063295,0.577184486,0.333333333,1.0,0.572108125,0.00931677,0.0,0.00931677,0.00931677,0.0,0.0,0.0,1.0,0.00931677,0.063356357,0.008873114,0.010647737,0.896260925,0.027950311,0.041948986,0.0,0.090909091,0.617047911,0.004720387,0.270754676,0.000887311,0.007985803,1.772484661,0.506654836,0.01863354,0.063356357,0.017746229,0.021295475,0.01399228,0.046501646,0.013309672,0.015971606,1.059091003,0.119489062,0.042821268,0.105263158,0.125,0.729741221,0.0,0.00310559,0.00621118,0.301242236,0.301242236,0.093530234,0.890171981,3.609e-05,0.288816474,0.221410421,0.009821587,0.179601454,0.024989708,0.056219156,0.076222507,0.139747781,0.048380183,0.098504742,0.088801421,0.06031477,0.084706328,0.068974176,0.077652057,14.402836691,0.244681155,63.793478261,0.089105516,64.0,57.0,71.0,0.819140811,0.208022303,0.82421024,0.05239817,11.017492711,0.253937319,63.768333707,0.089143587,64.0,56.0,71.0,0.342975866,0.391933711,0.802239734,0.050498951,0.036162661,0.206675917,0.817721839,0.0,0.5,0.242236025,NaN,NaN,3651.61,NaN,NaN,NaN,NaN,NaN,NaN,4.62441,4.72708,38.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,696.37,NaN,NaN,NaN,0.0204839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.8117,550.674,395.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.4652,76.2687,53.7962,17.4536,17.4856,18.8181,18.6693,66.3023,151.088,NaN,78.0486,NaN,NaN,2940.44,NaN,NaN,NaN,NaN
170223547.cnf,4.0,0.0,4.0,4.0,0.0,0.409595342,0.65156295,322.0,1127.0,322.0,1127.0,0.0,0.0,0.285714286,0.49068323,0.576933827,0.333333333,1.0,0.546454366,0.00931677,0.0,0.00931677,0.00931677,0.0,0.0,0.0,1.0,0.00931677,0.06291018,0.008873114,0.010647737,0.894590929,0.028514963,0.042180164,0.0,0.090909091,0.622001455,0.004645985,0.291875217,0.000887311,0.008873114,1.831225051,0.498669033,0.01863354,0.06291018,0.017746229,0.021295475,0.013990705,0.047233083,0.013309672,0.015971606,1.068967436,0.119508406,0.043420036,0.105263158,0.125,0.739537527,0.0,0.00310559,0.02173913,0.239130435,0.239130435,0.089731253,0.896557539,2.7191e-05,0.2803614,0.213216514,0.008738608,0.165306125,0.023352063,0.0554837,0.076056297,0.135777589,0.050635072,0.098754043,0.087764629,0.06142051,0.084100682,0.068569039,0.07754361,14.451684513,0.248049233,63.642726561,0.089519364,64.0,56.0,71.0,0.819787006,0.206059355,0.823480924,0.054726253,11.054084635,0.247241753,63.774157049,0.08806874,64.0,57.0,71.0,0.341639974,0.393446582,0.802079009,0.050642122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1331.59,146.377,NaN,NaN,251.12,6.23146,108.758,18.9363,NaN,89.8146,NaN,NaN,NaN,2548.36,39.4722,2863.86,4273.12,NaN,NaN,NaN,0.827483,826.006,507.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.146,370.286,443.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2203.41,NaN,574.954,591.878,578.585,65.7907,65.5442,65.9176,65.0187,18.8754,18.3846,NaN,368.216,NaN,87.8208,NaN,1267.56,2362.17,NaN,NaN
170225515.cnf,4.0,0.0,4.0,4.0,0.0,0.408141748,0.642488572,322.0,1127.0,322.0,1127.0,0.0,0.0,0.285714286,0.513753327,0.576522161,0.333333333,1.0,0.583884437,0.00931677,0.0,0.00931677,0.00931677,0.0,0.0,0.0,1.0,0.00931677,0.060630063,0.008873114,0.010647737,0.882568225,0.031338227,0.043207005,0.0,0.090909091,0.644117016,0.004679052,0.284736864,0.000887311,0.007985803,1.818314592,0.502218279,0.01863354,0.060630063,0.017746229,0.021295475,0.013982832,0.047156053,0.013309672,0.015971606,1.065486395,0.119570635,0.043296653,0.105263158,0.125,0.744372274,0.0,0.00310559,0.01242236,0.332298137,0.332298137,0.091504253,0.883747515,0.000227738,0.295941565,0.217001386,0.010060445,0.169402113,0.023573154,0.055962982,0.07616777,0.135492644,0.051149914,0.101781402,0.089630637,0.061995414,0.083793033,0.06838723,0.076987093,14.421142482,0.257727818,63.682074852,0.089925228,64.0,56.0,71.0,0.819384648,0.207784222,0.824897584,0.072680467,10.975411685,0.2487569,63.859463117,0.090165033,64.0,56.0,71.0,0.339877119,0.381610703,0.802446233,0.050649837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3920.08,NaN,NaN,359.824,231.345,421.232,544.368,556.556,NaN,NaN,NaN,840.572,NaN,NaN,NaN,NaN,NaN,NaN,7.35927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,683.027,1340.72,648.119,3302.09,NaN,3302.88,120.648,NaN,NaN,NaN,NaN,NaN,NaN,3152.93,3119.32,3025.83,68.435,65.4266,NaN,NaN,18.292,1446.61,NaN,NaN,NaN,540.475,NaN,NaN,NaN,2410.2,NaN
170225812.cnf,4.0,0.0,4.0,4.0,0.0,0.407931959,0.646438282,322.0,1127.0,322.0,1127.0,0.0,0.0,0.285714286,0.496598639,0.577296096,0.333333333,1.0,0.556660246,0.00931677,0.0,0.00931677,0.00931677,0.0,0.0,0.0,1.0,0.00931677,0.06291018,0.008873114,0.010647737,0.894590929,0.028514963,0.042180164,0.0,0.090909091,0.622001455,0.004480647,0.291816368,0.0,0.008873114,1.787790894,0.480922804,0.01863354,0.06291018,0.017746229,0.021295475,0.013990705,0.049230998,0.013309672,0.015971606,1.094632391,0.119527063,0.045030914,0.105263158,0.125,0.769795766,0.0,0.0,0.0,0.257763975,0.257763975,0.08869846,0.880898504,0.000130812,0.262800456,0.211160131,0.01114814,0.166933439,0.025427319,0.053710455,0.07606172,0.141638412,0.050399599,0.098669468,0.088934924,0.060504425,0.084088337,0.067859453,0.078263565,14.303562005,0.246673193,63.709894459,0.089914445,64.0,56.0,71.0,0.816366041,0.205581281,0.823458973,0.052718569,10.851126126,0.25891425,63.675225225,0.088479352,64.0,57.0,71.0,0.338672964,0.388375713,0.800944742,0.050217535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2616.88,1188.09,NaN,4.63596,1.72997,0.88492,385.136,898.177,NaN,950.407,NaN,NaN,NaN,NaN,NaN,2786.81,241.994,NaN,0.0191839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.1299,314.882,273.332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170.839,166.245,62.4704,68.5185,65.3966,66.1902,65.7784,65.7414,65.4357,NaN,3187.99,NaN,898.91,NaN,NaN,3557.4,2989.23,NaN
22930-0426-195.smt2.cnf,5.186083499,0.081101523,4.0,6.0,0.564075943,0.143376169,0.532052941,5420.0,15979.0,2516.0,11588.0,1.154213037,0.378926476,0.21712116,0.349506163,0.875172738,0.0,1.0,1.295309536,0.001185132,0.284839195,0.000794913,0.012321145,1.102458714,0.0,0.29910252,0.728512254,0.001185132,0.750169467,0.000690369,0.009319986,2.119010045,0.091408041,0.06384259,0.0,0.454545455,2.140268854,0.000403081,0.787356443,0.000172592,0.003365551,1.529762973,0.436572316,0.000860561,1.126768226,0.000517777,0.010010356,0.0023605,1.080297333,0.000604073,0.133586469,3.198930482,0.125811553,0.469520141,0.002050168,0.5,2.874669402,0.0,0.0,0.0,0.025039746,0.110890302,0.15871785,0.531516673,3.9841e-05,0.804429991,0.253274126,0.069827515,0.220115885,0.10414515,0.155755629,0.025927115,0.529030897,0.0,0.106850384,0.04496378,0.01240904,0.038508621,0.015893081,0.018206658,115.194552529,0.502987788,534.435797665,0.071150629,536.0,514.0,561.0,0.746522851,0.401632468,0.850298867,0.115992662,138.034700315,0.129043966,535.744479495,0.064798093,536.0,517.0,561.0,0.401950865,0.38440856,0.860784695,0.032269817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1533.91,NaN,1033.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4529.27,4516.69,4951.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22930-0601-11.smt2.cnf,5.180588703,0.080387372,4.0,6.0,0.556437767,0.143610624,0.49608382,5413.0,15958.0,2515.0,11587.0,1.152286282,0.377233106,0.217053595,0.349527511,0.875191452,0.0,1.0,1.295318919,0.001185705,0.284845784,0.000795229,0.012326044,1.1025315,0.0,0.29904203,0.728316216,0.001185705,0.750465858,0.000776733,0.009320791,2.117681633,0.091366435,0.063727571,0.0,0.454545455,2.144623738,0.000403208,0.788130186,0.000172607,0.003365841,1.530305831,0.43652369,0.00086084,1.129055971,0.000517822,0.010011219,0.00236271,1.083336216,0.000604125,0.135410374,3.200436317,0.125815552,0.46934604,0.00205267,0.5,2.873832472,0.0,0.0,0.0,0.025049702,0.110934394,0.15877233,0.530273911,3.9841e-05,0.804434247,0.253273963,0.069827574,0.220113221,0.104145068,0.155755623,0.025912424,0.528922049,0.0,0.106850384,0.04496378,0.01240904,0.038508394,0.015892854,0.01820468,117.392,0.862561875,531.92,0.071881851,533.0,511.0,558.0,0.709009411,0.231431788,0.839974761,0.065886913,137.562091503,0.073723147,536.183006536,0.033723449,535.0,514.0,560.0,0.396681111,0.238342031,0.858583568,0.013931412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.02,NaN,1551.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3542.81,3529.71,3694.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3bitadd_32.cnf.gz.CP3-cnfmiter.cnf,3.99884859,0.008480666,3.0,4.0,0.008942074,0.472361162,0.510060176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001794189,0.007118879,0.542351545,0.542351545,0.542351545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28153.0,0.0,0.0,0.0,0.0,0.0,0.0,7.261718038,0.0,1.707077557,0.0,26784.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872672152,0.0,1.65840708,0.0,NaN,NaN,NaN,NaN,NaN,NaN,82.9594,81.9322,114.665,47.4882,260.149,570.704,483.844,304.53,263.145,22.4708,62.2714,70.2093,93.2298,69.3423,NaN,737.242,886.567,72.8987,70.1564,131.158,254.064,122.499,183.383,NaN,NaN,NaN,NaN,51.799,44.5962,2341.16,108.633,51.3736,2454.46,NaN,NaN,NaN,87.2289,82.0279,82.8961,4116.62,3962.56,121.748,471.594,678.685,537.481,537.78,539.264,217.844,44.8819,139.38,137.455,349.737,27.7734,26.7283,25.0994,25.7196,26.9643,25.9025,67.3262,73.9661,67.6186,68.2901,1803.08,2140.91,107.141,50.5162,1840.55
49-132779.cnf,11.251612903,0.29177311,2.0,17.0,2.05830824,0.606303102,0.705737828,31504.0,809232.0,26751.0,737226.0,0.177675601,0.097671542,0.036286024,0.99754777,0.01604,0.0,1.0,0.158144627,0.000108449,1.746694237,7.4764e-05,0.003102688,0.236462282,0.0,0.964717739,0.964717739,0.000108449,0.403101919,5.426e-06,0.000274,4.763268271,0.377110935,0.12566985,0.0,1.0,3.835777165,7.2126e-05,0.36323604,5.426e-06,0.000169555,4.296245226,0.964721809,0.000410692,0.648925589,5.426e-06,0.001790496,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.000485963,0.001308362,0.896779764,0.03802496,0.043996942,1.0,0.92960571,0.857877729,0.918675187,0.881530176,0.901883251,0.03286706,1.904155249,3e-09,0.983367781,0.091791846,5.1886e-05,0.059818829,0.000552223,0.00785921,3571.75,1.983761554,9066.75,0.666812388,12009.0,0.0,12078.0,11.055251634,0.51704567,1.021757329,0.04384281,131.25,1.391666454,11086.5,0.314977569,12094.0,11964.0,12141.0,5.939783526,0.538708404,1.000008227,0.001261831,NaN,NaN,NaN,NaN,NaN,NaN,4634.25,NaN,1538.93,650.308,616.623,601.949,269.843,729.014,NaN,1279.03,311.578,1604.27,NaN,665.371,623.216,224.9,659.648,1185.16,1028.85,751.236,627.618,1519.12,471.645,NaN,2256.26,1704.15,308.86,769.913,1322.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,298.808,380.289,311.421,NaN,NaN,NaN,NaN,909.181,1641.6,1632.6,1644.16,417.552,747.527,NaN,NaN,3340.34,250.449,258.961,255.544,244.395,288.702,279.88,1011.43,823.859,1051.68,673.842,NaN,NaN,423.488,1494.37,NaN
49-133045.cnf,11.24025974,0.292744595,2.0,17.0,2.058867193,0.594529127,0.695167618,31826.0,827709.0,27059.0,755347.0,0.17617059,0.095799679,0.035823271,0.997510487,0.016120384,0.0,1.0,0.159981174,0.00010736,1.743307044,7.3913e-05,0.003067371,0.237980103,0.0,0.964400468,0.964400468,0.00010736,0.407585424,7.943e-06,0.000267427,4.786389088,0.375365213,0.1249623,0.0,1.0,3.832103879,7.1282e-05,0.367668981,6.619e-06,0.000165487,4.317321783,0.964404439,0.000403187,0.640052935,7.943e-06,0.001804469,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.000480432,0.00129347,0.895643077,0.038900582,0.043223531,1.0,0.929398479,0.856079488,0.918273969,0.880021782,0.900685859,0.032190523,1.941339105,3e-09,0.983367781,0.091335928,3.847e-05,0.057812321,0.000469094,0.006668841,34.75,0.339986736,12235.25,0.007662224,12227.5,12142.0,12281.0,10.379720814,0.191840115,0.999347715,0.000113965,102.4,0.686782617,11007.5,0.351401716,12215.5,0.0,12276.0,5.629704201,0.603226507,0.999843139,0.000634888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2786.58,NaN,NaN,4127.08,NaN,NaN,NaN,1261.38,3994.87,1841.44,2544.81,NaN,NaN,NaN,NaN,NaN,NaN,2219.61,1426.75,1514.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,445.03,637.919,623.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2083.38,NaN,NaN,NaN,823.335,574.607,577.039,818.827,1120.48,1092.35,1154.98,1942.26,1147.2,NaN,NaN,NaN,727.303,NaN,NaN
49-133485.cnf,11.593967517,0.295238221,2.0,17.0,1.959450262,0.683756357,0.760352523,32517.0,863219.0,27658.0,789460.0,0.175681539,0.093429686,0.035034074,0.997489549,0.016082301,0.0,1.0,0.161108796,0.000105364,1.744729598,7.2312e-05,0.002711693,0.239607645,0.0,0.964003243,0.964003243,0.000105364,0.409341733,7.6e-06,0.000266005,4.826675542,0.371171771,0.126157176,0.0,1.0,3.832068376,6.9709e-05,0.369881643,6.333e-06,0.000160869,4.340942205,0.964007043,0.00039782,0.631588344,7.6e-06,0.001754364,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.000470027,0.001265457,0.894083114,0.039728476,0.044165421,1.0,0.928932752,0.853308,0.917366443,0.878194636,0.899117644,0.030539553,2.027305274,0.0,0.983367781,0.09011774,2.6718e-05,0.054331606,0.000377206,0.004883258,38.666666667,0.039504963,12497.6666667,0.007123726,12462.0,12432.0,12462.0,8.378108487,0.183795206,0.999361884,0.0,1038.2,2.02881391,10001.4,0.559186546,12402.0,0.0,12599.0,9.181324305,0.603897896,1.004742612,0.011341509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2831.61,NaN,1465.75,678.954,NaN,2440.02,NaN,NaN,1920.35,NaN,NaN,1302.06,NaN,354.553,509.457,1965.23,NaN,NaN,3509.6,1247.47,3946.04,597.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1026.76,636.859,425.24,NaN,NaN,NaN,2625.1,NaN,NaN,NaN,NaN,852.117,2268.35,NaN,NaN,NaN,301.487,1107.93,1091.12,297.944,1276.81,1258.96,NaN,NaN,NaN,1307.04,NaN,NaN,4575.07,NaN,NaN
