Instances,feature_ EXIST_VARS,feature_ FORALL_VARS,feature_ TOTAL_VARS,feature_ CLAUSES,feature_ LITERALS,feature_ EXIST_SET,feature_ FORALL_SET,feature_ TOTAL_SET,feature_ UNARY_CLAUSES,feature_ BINARY_CLAUSES,feature_ TERNARY_MORE_CLAUSES,feature_ POS_HORN,feature_ NEG_HORN,feature_ EXIST_LIT_PER_CLAUSE,feature_ FORALL_LIT_PER_CLAUSE,feature_ EXIST_VARS_PER_SET,feature_ FORALL_POS_LITS_PER_CLAUSE,feature_ FORALL_NEG_LITS_PER_CLAUSE,feature_ OCCS_POS_NO_PER_VAR,feature_ OCCS_FORALL_NO_PER_VAR,feature_ OCCS_FORALL_POS_NO_PER_VAR,feature_ W_OCCS_POS_NO_PER_VAR,feature_ W_OCCS_FORALL_NO_PER_VAR,feature_ W_OCCS_FORALL_POS_NO_PER_VAR,feature_ W_PRODUCTS,feature_ LITN_LIT,feature_ LITEP_LIT,feature_ LITEN_LITE,feature_ LITEN_LITN,feature_ LITFN_LIT,feature_ LITFP_LITFN,feature_ OCCP_OCCN,feature_ OCCE_OCC,feature_ OCCEN_OCC,feature_ OCCFP_OCCF,feature_ OCCEN_OCCE,feature_ OCCEN_OCCN,feature_ OCCFP_OCCFN,feature_ TERMORE_CLAUSE,feature_ NEG_HORN_CLAUSE,feature_ WOCCN_WOCC,feature_ WOCCEP_WOCC,feature_ WOCCFN_WOCC,feature_ WOCCEP_WOCCE,feature_ WOCCEP_WOCCP,feature_ WOCCFN_WOCCN,algo_bcghostq,algo_brareqs,algo_cbdepqbf,algo_cghostq,algo_depqbf,algo_dual_ooq13,algo_ghostq,algo_hiqqer1,algo_hiqqer3,algo_ooq13,algo_pre_dual_ooq13,algo_rareqs,algo_sqube,algo_xbdepqbf
preproc_track_set/incrementer-enc03-uniform-depth-24,1087.0,2.0,1089.0,11067.0,55779.0,2.0,1.0,3.0,0.0,3308.0,7759.0,3992.0,4530.0,4.777356,0.262763,543.5,0.144845,0.117918,27.12764,1454.0,801.5,63.286501,2908.0,1603.0,2571.484821,0.470374,0.500887,0.471563,0.950261,0.023396,1.228352,1.125967,0.94961,0.447801,0.551238,0.471563,0.952009,1.228352,0.701093,0.409325,0.466319,0.509791,11.00477,0.532853,0.955236,23.59922,4.44476,0.119317,NaN,4.29601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033408,NaN,10.0664
preproc_track_set/irst.dme4.B-d4,569.0,41.0,610.0,21930.0,181846.0,2.0,1.0,3.0,0.0,1062.0,20868.0,5361.0,5435.0,6.672412,1.619699,284.5,0.859325,0.760374,175.15082,866.341463,459.634146,369.211475,1732.682927,919.268293,108583.242531,0.412459,0.483909,0.398624,0.777679,0.091698,1.130135,1.424484,0.862651,0.343873,0.530546,0.398624,0.833715,1.130135,0.951573,0.247834,0.378538,0.554748,1.369151,0.643629,0.89265,3.616942,NaN,0.423794,6.21348,NaN,0.499814,NaN,NaN,1.70252,3.83049,0.316237,NaN,0.075432,1.74986,1.55503
preproc_track_set/jnh205-90,716.0,79.0,795.0,2963.0,94438.0,1.0,1.0,2.0,0.0,2679.0,284.0,2679.0,1303.0,29.723253,2.149173,716.0,0.855214,1.293959,110.597484,80.607595,32.075949,218.007547,80.607595,32.075949,870.256983,0.068966,0.904202,0.030419,0.411331,0.040598,0.660929,13.499923,1.035465,0.031498,0.397927,0.030419,0.456715,0.660929,0.095849,0.439757,0.050365,1.038997,0.211403,0.969581,1.094101,4.197417,18.2844,0.478069,1.69807,17.9983,0.255405,0.089815,17.9117,4.75183,13.5018,0.23719,46.0087,0.110487,12.1961,6.84357
preproc_track_set/k12_2_2,3874.0,12.0,3886.0,15434.0,180385.0,2.0,1.0,3.0,0.0,772.0,14662.0,3963.0,3597.0,7.845989,3.841519,1937.0,2.00933,1.832189,35.118631,4940.833333,2584.333333,85.955996,9881.666667,5168.666667,1316.876355,0.243446,0.584633,0.129122,0.35606,0.156765,1.096683,3.107688,0.673394,0.08695,0.523056,0.129122,0.357162,1.096683,0.949981,0.233057,0.218309,0.638513,42.860394,0.881029,0.816836,196.328688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k12_2_3,4031.0,12.0,4043.0,26569.0,307892.0,2.0,1.0,3.0,0.0,210.0,26359.0,2227.0,2541.0,7.53713,4.051263,2015.5,2.080131,1.971132,51.644571,8969.833333,4605.583333,90.031165,17939.666667,9211.166667,20871.504589,0.321843,0.498655,0.233314,0.471496,0.170095,1.055298,2.107101,0.65234,0.1522,0.513452,0.233314,0.4729,1.055298,0.992096,0.095638,0.393399,0.423653,58.809858,0.658716,0.698405,149.491767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k12_3_3,7319.0,12.0,7331.0,41570.0,477739.0,2.0,1.0,3.0,0.0,441.0,41129.0,3977.0,4557.0,8.515612,2.976786,3659.5,1.523382,1.453404,44.912427,10312.083333,5277.25,79.990997,20624.166667,10554.5,37984.974997,0.31081,0.556634,0.248784,0.593106,0.126467,1.048148,2.217401,0.742193,0.184646,0.511754,0.248784,0.594079,1.048148,0.989391,0.109622,0.386352,0.481901,77.249039,0.649259,0.785305,199.944547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k12_4_2,8168.0,12.0,8180.0,48401.0,557368.0,2.0,1.0,3.0,0.0,412.0,47989.0,4727.0,5014.0,9.07128,2.44435,4084.0,1.252226,1.192124,46.911491,9859.083333,5050.75,84.16467,19718.166667,10101.5,50842.278404,0.311521,0.579737,0.264047,0.667688,0.103522,1.050416,2.210053,0.788894,0.208305,0.512294,0.264047,0.668669,1.050416,0.991488,0.103593,0.391268,0.50229,69.553826,0.634246,0.825141,177.765274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k14_3_3,9872.0,14.0,9886.0,80619.0,988678.0,2.0,1.0,3.0,0.0,602.0,80017.0,5523.0,6143.0,7.515896,4.74769,4936.0,2.457746,2.289944,66.011835,27339.571429,14152.928571,119.329759,54679.142857,28305.857143,69922.786062,0.339934,0.459656,0.249985,0.450696,0.186727,1.073278,1.94175,0.613732,0.153424,0.517672,0.249985,0.451335,1.073278,0.992533,0.076198,0.404215,0.39621,131.675429,0.645017,0.665022,325.755587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k6_4_3,3686.0,6.0,3692.0,12635.0,161889.0,2.0,1.0,3.0,0.0,832.0,11803.0,3370.0,3230.0,11.435615,1.377127,1843.0,0.701148,0.675979,34.640303,2900.0,1476.5,83.993229,5800.0,2953.0,5920.845903,0.210002,0.735275,0.17618,0.748772,0.052758,1.037232,3.761861,0.893972,0.1575,0.509138,0.17618,0.749991,1.037232,0.934151,0.255639,0.211313,0.744835,26.733006,0.815831,0.944399,126.508967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_branch_n-20,4041.0,113.0,4154.0,46820.0,507657.0,21.0,20.0,41.0,0.0,2143.0,44677.0,10486.0,4010.0,10.465229,0.37751,192.428571,0.154613,0.222896,22.031536,156.415929,64.061947,580.616273,3583.716814,1431.823009,31376.875031,0.819723,0.166018,0.827994,0.974922,0.020557,0.693657,0.219925,0.992173,0.821513,0.409562,0.827994,1.002184,0.693657,0.954229,0.085647,0.853485,0.140508,0.543016,0.140133,0.959005,0.636233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_branch_n-21,1373.0,95.0,1468.0,14220.0,126380.0,22.0,21.0,43.0,0.0,358.0,13862.0,2339.0,930.0,8.292335,0.595148,62.409091,0.255415,0.339733,25.22752,89.084211,38.231579,965.490463,2814.8,1145.873684,28574.462491,0.706963,0.264298,0.716733,0.945929,0.038226,0.751811,0.414501,0.997593,0.715008,0.429162,0.716733,1.01138,0.751811,0.974824,0.065401,0.715697,0.280627,0.49144,0.277343,0.987073,0.686658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_branch_p-21,1769.0,98.0,1867.0,19425.0,189679.0,22.0,21.0,43.0,0.0,537.0,18888.0,3519.0,1386.0,9.280412,0.484273,80.409091,0.2087,0.275573,27.16872,95.989796,41.367347,1003.282271,3061.346939,1259.204082,32869.936687,0.73258,0.246047,0.741113,0.961477,0.028221,0.757332,0.365039,1.003057,0.743379,0.430956,0.741113,1.014741,0.757332,0.972355,0.071351,0.747284,0.249145,0.453941,0.246025,0.985869,0.607454,NaN,41.1014,0.707121,NaN,0.075957,NaN,723.46,NaN,NaN,NaN,NaN,40.9288,5.4716,1.80655
preproc_track_set/k_ph_n-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.573567,0.063617,0.081539,0.516516,0.013068,0.016434,0.516245,0.089233,0.279845,0.01717,0.08013,0.011898,0.038905,0.071291
preproc_track_set/k_ph_n-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.649503,0.082402,0.097129,0.583983,0.013477,0.015529,0.576984,0.102912,0.355649,0.02007,0.097271,0.013194,0.033102,0.090245
preproc_track_set/k_ph_n-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.303074,0.048409,0.068827,0.265988,0.007773,NaN,0.25561,0.171444,0.397153,NaN,0.045969,0.011031,0.029136,2.06203
preproc_track_set/k_ph_n-19,1679.0,11.0,1690.0,6727.0,24229.0,2.0,1.0,3.0,0.0,5922.0,805.0,1419.0,4972.0,2.914078,0.687677,839.5,0.288836,0.39884,8.788757,420.545455,176.636364,16.310059,841.090909,353.272727,89.304348,0.386974,0.532833,0.341427,0.713844,0.110735,0.724189,1.584151,0.814372,0.278049,0.420017,0.341427,0.718521,0.724189,0.119667,0.739111,0.350656,0.561453,19.421252,0.713257,0.864647,55.38547,137.637,1.95859,8.47622,134.596,0.855895,0.286449,39.9745,45.8213,126.771,0.822579,0.663702,0.551348,9.25692,5.86253
preproc_track_set/k_ph_n-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2821,0.181437,0.19976,1.13718,0.016287,0.016895,1.14148,0.207395,0.749816,0.015173,0.145363,0.015721,0.046257,0.195191
preproc_track_set/k_ph_n-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.525372,0.070598,0.091575,0.461212,0.007693,NaN,0.461696,0.28101,0.699064,NaN,0.078361,0.011861,0.043951,4.32249
preproc_track_set/k_ph_p-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,708.93,NaN,NaN
preproc_track_set/k_ph_p-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_ph_p-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_ph_p-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_ph_p-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/k_ph_p-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/ken.flash.14.C-d4,203.0,90.0,293.0,2550.0,29159.0,2.0,1.0,3.0,0.0,273.0,2277.0,357.0,1013.0,8.48902,2.945882,101.5,1.767059,1.178824,79.443686,83.466667,50.066667,220.255973,166.933333,100.133333,5084.128079,0.201722,0.643746,0.132859,0.488949,0.10309,1.499002,3.957327,1.071511,0.14236,0.59984,0.132859,0.705725,1.499002,0.892941,0.397255,0.176734,1.022326,0.249683,0.876241,1.241793,1.412762,NaN,5.53124,1.5572,NaN,2.09795,NaN,NaN,1.47154,1.82125,0.313423,NaN,6.34604,2.98074,2.0282
preproc_track_set/lut4_2_f2,262.0,2.0,264.0,7961.0,51976.0,2.0,1.0,3.0,0.0,111.0,7850.0,898.0,846.0,5.998241,0.530587,131.0,0.259892,0.270695,102.295455,2112.0,1034.5,209.291667,4224.0,2069.0,25129.820611,0.480414,0.479779,0.477781,0.913696,0.041461,0.960093,1.081538,0.925745,0.442303,0.48982,0.477781,0.920671,0.960093,0.986057,0.106268,0.486372,0.478788,5.288639,0.515657,0.93217,10.873645,51.3403,0.48422,39.3159,51.8338,23.8729,40.9705,88.8091,16.7764,17.1913,21.7236,43.6,0.357162,597.714,16.2856
preproc_track_set/lut4_AND_f1,188.0,4.0,192.0,4936.0,32594.0,2.0,1.0,3.0,0.0,0.0,4936.0,508.0,363.0,5.715154,0.888169,94.0,0.443274,0.444895,80.729167,1096.0,547.0,171.354167,2192.0,1094.0,15545.388298,0.524452,0.408419,0.528111,0.871534,0.067374,0.996357,0.906751,0.883912,0.466803,0.499088,0.528111,0.890077,0.996357,1.0,0.073541,0.519526,0.42543,3.078774,0.477741,0.885437,5.926126,2.929,0.086564,0.354184,2.88707,0.056393,0.104937,4.09469,0.378108,0.558955,0.056288,0.802997,0.05007,7.73754,0.105676
preproc_track_set/nusmv.tcas-t.6.B-f3,940.0,223.0,1163.0,19845.0,154388.0,2.0,1.0,3.0,0.0,1263.0,18582.0,2905.0,4359.0,5.470899,2.308793,470.0,1.322046,0.986747,89.302666,205.461883,117.650224,224.879622,410.923767,235.300448,7601.918085,0.327286,0.502779,0.285042,0.61246,0.126836,1.339802,2.055434,0.870058,0.248003,0.572613,0.285042,0.757757,1.339802,0.936357,0.219652,0.303361,0.688981,0.544051,0.736687,0.989007,1.793412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/nusmv.tcas.2.B-f2,521.0,289.0,810.0,10754.0,111602.0,2.0,1.0,3.0,0.0,384.0,10370.0,1267.0,1871.0,5.690813,4.686907,260.5,2.655663,2.031244,70.008642,174.404844,98.820069,149.11358,348.809689,197.640138,7161.119002,0.491882,0.252218,0.540058,0.602077,0.195731,1.307407,1.033008,0.85255,0.460426,0.566613,0.540058,0.93605,1.307407,0.964292,0.173982,0.503594,0.406795,0.50325,0.446743,0.819481,0.999317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/nusmv.tcas.4.B-f3,785.0,422.0,1207.0,20392.0,188658.0,2.0,1.0,3.0,0.0,699.0,19693.0,2315.0,3377.0,5.432719,3.818851,392.5,2.062377,1.756473,81.923778,184.535545,99.658768,180.062966,369.07109,199.317536,12135.473885,0.475866,0.301212,0.487056,0.601029,0.189857,1.174158,1.10143,0.9029,0.439763,0.540052,0.487056,0.92413,1.174158,0.965722,0.165604,0.47141,0.498204,0.498326,0.5216,0.942515,1.057095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/ring_r6_ser--opt-17_,324.0,12.0,336.0,25708.0,241916.0,2.0,1.0,3.0,0.0,115.0,25593.0,1487.0,3060.0,1.700988,7.709157,162.0,3.746305,3.962852,366.883929,16515.583333,8025.833333,772.741071,33031.166667,16051.666667,84159.095679,0.490431,0.111456,0.383407,0.141315,0.421126,0.945356,1.039025,0.187456,0.071872,0.485955,0.383407,0.146549,0.945356,0.995527,0.119029,0.491437,0.136137,11.174684,0.587054,0.26769,22.73877,NaN,NaN,246.495,NaN,NaN,NaN,NaN,NaN,172.747,290.224,NaN,NaN,NaN,23.5343
preproc_track_set/ring_r7_ser---19_,453.0,13.0,466.0,271798.0,3463991.0,2.0,1.0,3.0,0.0,139.0,271659.0,2443.0,22489.0,1.054507,11.690218,226.5,6.144486,5.545732,3830.313305,244413.692308,128466.076923,7883.598712,488827.384615,256932.153846,2137606.865342,0.48472,0.03316,0.599226,0.102287,0.435139,1.107967,1.063048,0.085115,0.051003,0.525609,0.599226,0.105222,1.107967,0.999489,0.082742,0.489804,0.047664,15.007376,0.394412,0.093423,30.639584,NaN,5.72845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.39684,NaN,NaN
preproc_track_set/ring_r7_ser--opt-20_,483.0,13.0,496.0,272066.0,3464863.0,2.0,1.0,3.0,0.0,157.0,271909.0,2581.0,22516.0,1.056567,11.67881,241.5,6.138558,5.540251,3599.197581,244415.923077,128468.692308,7408.139113,488831.846154,256937.384615,2004512.484472,0.48477,0.033222,0.59956,0.102608,0.435028,1.107993,1.062835,0.085196,0.05108,0.525615,0.59956,0.10537,1.107993,0.999423,0.082759,0.489851,0.047656,15.969012,0.394227,0.093415,32.599716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s05378_PR_2_50,1364.0,48.0,1412.0,30651.0,223598.0,2.0,1.0,3.0,0.0,1803.0,28848.0,6503.0,11770.0,6.938436,0.35653,682.0,0.172425,0.184105,88.611898,227.666667,110.104167,114.740085,455.333333,220.208333,11036.58871,0.440424,0.535939,0.436521,0.942698,0.025237,0.936559,1.270538,0.984597,0.429798,0.48362,0.436521,0.975872,0.936559,0.941176,0.384001,0.449261,0.532924,1.128572,0.556126,0.967653,2.512061,27.127,1.98458,NaN,27.0037,0.264681,8.01435,56.5488,1.25969,3.81111,0.305898,14.7169,1.73629,23.2356,1.17066
preproc_track_set/s09234_PR_9_20,831.0,15.0,846.0,21922.0,132353.0,2.0,1.0,3.0,0.0,1552.0,20370.0,8063.0,8790.0,5.886187,0.151264,415.5,0.060213,0.09105,72.884161,221.066667,88.0,99.085106,442.133333,176.0,10056.155235,0.534125,0.455902,0.532382,0.971765,0.015081,0.661323,0.872222,0.992544,0.528413,0.39807,0.532382,0.989306,0.661323,0.929204,0.400967,0.520635,0.472648,1.287528,0.482569,0.985988,2.472994,8.01232,0.255084,0.735373,7.78682,0.0711,0.168928,7.7061,0.605447,1.80922,0.090932,3.06174,0.106324,7.28517,0.536724
preproc_track_set/s1196_1_5,877.0,16.0,893.0,3157.0,16816.0,2.0,1.0,3.0,0.0,2016.0,1141.0,2072.0,1639.0,4.989547,0.337029,438.5,0.170732,0.166297,13.548712,66.5,33.6875,20.309071,133.0,67.375,117.029647,0.280507,0.687441,0.266125,0.8887,0.03122,1.026667,2.564978,0.953817,0.253834,0.506579,0.266125,0.904914,1.026667,0.361419,0.519164,0.344039,0.628227,2.119615,0.668417,0.95772,6.160968,123.275,148.678,46.9276,121.116,84.1953,239.444,82.9551,207.465,210.783,24.4197,311.51,282.805,NaN,94.3113
preproc_track_set/s1196_d2_s,1343.0,458.0,1801.0,3401.0,9164.0,2.0,1.0,3.0,0.0,3001.0,400.0,1600.0,3152.0,1.835049,0.859453,671.5,0.421347,0.438106,3.019434,6.382096,3.128821,7.22543,12.764192,6.257642,33.061057,0.406591,0.437036,0.358276,0.600107,0.162593,0.961745,1.459474,0.913286,0.327208,0.49025,0.358276,0.80476,0.961745,0.117612,0.926786,0.375306,0.653229,0.562541,0.677144,1.045678,1.498887,4.68227,0.548339,0.333323,4.35988,0.047198,0.018964,2.49737,1.20356,200.637,2.10315,1.05755,0.297677,1.12146,1.96877
preproc_track_set/s1196_d3_u,3167.0,987.0,4154.0,8538.0,1112504.0,2.0,1.0,3.0,0.0,5491.0,3047.0,3030.0,5562.0,117.691965,12.608339,1583.5,6.3591,6.249239,15.093885,109.067882,55.009119,31.779008,218.135765,110.018237,2412.34449,0.943641,0.007556,0.991635,0.949175,0.04796,1.01758,0.059725,1.184731,1.17482,0.504357,0.991635,1.244987,1.01758,0.356875,0.651441,0.959087,0.009521,0.139191,0.007778,0.232721,0.145129,NaN,NaN,NaN,NaN,NaN,229.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1196_d4_u,5579.0,1520.0,7099.0,14751.0,2387716.0,2.0,1.0,3.0,0.0,8930.0,5821.0,4911.0,8991.0,150.671344,11.196732,2789.5,5.95641,5.240323,14.372306,108.659868,57.804605,30.493027,217.319737,115.609211,3191.913246,0.957269,0.005933,0.993626,0.966181,0.032374,1.136649,0.044638,1.184432,1.176883,0.531978,0.993626,1.229417,1.136649,0.394617,0.609518,0.969051,0.007412,0.103232,0.006114,0.239501,0.106529,NaN,NaN,NaN,NaN,NaN,854.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1196_d5_u,7559.0,2046.0,9605.0,18786.0,2734483.0,2.0,1.0,3.0,0.0,12184.0,6602.0,6548.0,12243.0,138.056851,7.502768,3779.5,4.264559,3.238209,10.414263,68.889052,39.156403,22.559188,137.778104,78.312805,2751.441196,0.963419,0.007283,0.992321,0.976909,0.022247,1.31695,0.03797,1.205175,1.195921,0.568398,0.992321,1.241329,1.31695,0.351432,0.651709,0.973107,0.008903,0.070889,0.007261,0.331054,0.072848,NaN,NaN,NaN,NaN,NaN,527.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1196_d6_u,9304.0,2572.0,11876.0,21619.0,2313493.0,2.0,1.0,3.0,0.0,15102.0,6517.0,9439.0,15244.0,95.549887,11.46214,4652.0,6.362736,5.099403,13.439458,96.345257,53.482115,28.598939,192.690513,106.96423,1637.752902,0.93101,0.009531,0.989325,0.948816,0.047653,1.247741,0.074102,1.13972,1.127553,0.555109,0.989325,1.211107,1.247741,0.301448,0.70512,0.949227,0.012313,0.152195,0.010418,0.242513,0.160336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1196_d7_u,8743.0,3102.0,11845.0,23378.0,2201361.0,2.0,1.0,3.0,0.0,18185.0,5193.0,9924.0,18311.0,83.94713,10.216657,4371.5,4.896484,5.320173,11.656311,76.997099,36.901999,25.183369,153.994197,73.803997,1724.310534,0.93728,0.01072,0.987975,0.93972,0.056499,0.920362,0.066917,1.207804,1.19328,0.479265,0.987975,1.273131,0.920362,0.222132,0.783258,0.953113,0.01477,0.149299,0.011787,0.315004,0.156644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1269_d10_s,13570.0,4835.0,18405.0,45329.0,2604214.0,2.0,1.0,3.0,0.0,29259.0,16070.0,15651.0,31157.0,52.739063,4.712325,6785.0,2.686999,2.025326,10.328443,44.178904,25.191107,20.752187,88.357808,50.382213,1496.787915,0.927005,0.026225,0.971432,0.961971,0.035253,1.3267,0.078743,1.245053,1.209484,0.570207,0.971432,1.304722,1.3267,0.354519,0.687352,0.948892,0.025108,0.093526,0.019635,0.491273,0.098563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
preproc_track_set/s1269_d13_u,19217.0,6776.0,25993.0,59742.0,3140080.0,2.0,1.0,3.0,0.0,40734.0,19008.0,22094.0,43381.0,47.904021,4.656657,9608.5,3.211744,1.444913,10.606971,41.056375,28.317001,21.645635,82.112751,56.634002,1335.739137,0.912197,0.026697,0.970708,0.969864,0.02749,2.222794,0.096254,1.232769,1.196659,0.68971,0.970708,1.311842,2.222794,0.318168,0.726139,0.937521,0.026869,0.073543,0.021172,0.430044,0.078444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
