Instances,feature_ nvarsOrig,feature_ nclausesOrig,feature_ nvars,feature_ nclauses,feature_ reducedVars,feature_ reducedClauses,feature_ Prefeaturetime,feature_ varsclausesratio,feature_ POSNEGRATIOCLAUSEmean,feature_ POSNEGRATIOCLAUSEcoeffvariation,feature_ POSNEGRATIOCLAUSEmin,feature_ POSNEGRATIOCLAUSEmax,feature_ POSNEGRATIOCLAUSEentropy,feature_ VCGCLAUSEmean,feature_ VCGCLAUSEcoeffvariation,feature_ VCGCLAUSEmin,feature_ VCGCLAUSEmax,feature_ VCGCLAUSEentropy,feature_ UNARY,feature_ BINARY+,feature_ TRINARY+,feature_ Basicfeaturetime,feature_ VCGVARmean,feature_ VCGVARcoeffvariation,feature_ VCGVARmin,feature_ VCGVARmax,feature_ VCGVARentropy,feature_ POSNEGRATIOVARmean,feature_ POSNEGRATIOVARstdev,feature_ POSNEGRATIOVARmin,feature_ POSNEGRATIOVARmax,feature_ POSNEGRATIOVARentropy,feature_ HORNYVARmean,feature_ HORNYVARcoeffvariation,feature_ HORNYVARmin,feature_ HORNYVARmax,feature_ HORNYVARentropy,feature_ hornclausesfraction,feature_ VGmean,feature_ VGcoeffvariation,feature_ VGmin,feature_ VGmax,feature_ KLBfeaturetime,feature_ CGmean,feature_ CGcoeffvariation,feature_ CGmin,feature_ CGmax,feature_ CGentropy,feature_ clustercoeffmean,feature_ clustercoeffcoeffvariation,feature_ clustercoeffmin,feature_ clustercoeffmax,feature_ clustercoeffentropy,feature_ CGfeaturetime,algo_abcdSAT,algo_minisat_BCD,algo_or-tools,algo_GlueMiniSat_2.2.10,algo_CCAglucose2015,algo_multi-sat-g2_0,algo_multi-sat-g2_2,algo_ratselfax_cnf_215_final,algo_BreakIDGlucose2,algo_Lingeling_sr15bal,algo_Lingeling_sr15baq,algo_GlueMiniSat_2.2.10-5,algo_glucose-default,algo_glueminisat-Actmini,algo_riss_505_2,algo_riss_505_1,algo_Glucose_nbSatRsltn,algo_Nigma-1.2.86,algo_Nigma-1.2.87,algo_Glucose_nbSat,algo_COMiniSatPS_Main_Sequence,algo_COMiniSatPS_Subdwarf,algo_satUZK-seq,algo_ADS-cryptominisat,algo_ADS-cryptominisat-autotune,algo_ADS-dccaSatToRiss,algo_ADS-glucose-adapt,algo_ADS-glucose-community-switching
manthey_single-ordered-initialized-w42-b9.cnf,10395.0,83904.0,6651.0,70440.0,0.562922869,0.191141397,0.18,0.094420784,0.550995427,0.566058704,0.0,1.0,0.857875905,0.000550862,0.891412556,0.000300707,0.007367313,0.857956346,0.0,0.216638274,0.908546281,0.0,0.000550862,2.544459903,0.000127768,0.013586031,1.31966524,0.617429051,0.156451088,0.0,0.842931937,1.221568458,0.000262666,3.435789081,1.4196e-05,0.009199319,0.791362424,0.654542873,0.00060952,2.200698041,0.000141965,0.013032368,0.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,254.798,224.958,134.631,169.361,636.232,192.632,221.407,3351.2,144.308,345.897,273.478,181.269,144.409,210.392,262.232,245.505,214.835,152.618,133.232,216.421,139.754,165.365,341.788,272.178,282.181,1308.25,150.204,192.938
manthey_single-ordered-initialized-w44-b6.cnf,7128.0,57855.0,3598.0,46296.0,0.981100611,0.249675998,0.12,0.077717297,0.531806999,0.589330907,0.0,1.0,1.043279231,0.001036831,0.756639204,0.000555864,0.013340745,0.966221195,0.0,0.209456541,0.850246242,0.0,0.001036831,2.317808708,0.000194401,0.016221704,1.160225979,0.613887769,0.187606233,0.001331558,0.903743316,1.063329231,0.000481495,2.80464086,2.16e-05,0.009180059,0.982003772,0.647291343,0.000936154,2.021411765,0.000151201,0.012657681,0.02,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,161.457,91.5576,76.2595,98.9589,577.234,104.124,127.684,1602.79,79.5051,184.651,183.47,90.7875,84.9738,119.854,120.407,119.539,110.067,79.1511,84.9122,114.86,77.8088,80.7633,109.856,130.357,135.836,1329.45,77.2636,95.0967
manthey_single-ordered-initialized-w44-b7.cnf,8470.0,68909.0,4772.0,56414.0,0.774937133,0.221487574,0.16,0.084588932,0.540301131,0.57508298,0.0,1.0,1.0272389,0.000772768,0.781913595,0.000419111,0.010687343,0.918590234,0.0,0.212216826,0.876342752,0.0,0.000772768,2.444536881,0.000159535,0.014819017,1.354913982,0.611721424,0.172191459,0.001197605,0.923076923,1.31530129,0.000365343,3.073192118,1.7726e-05,0.009040309,0.886678529,0.651877194,0.000759087,2.122709512,0.000141809,0.012620981,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,224.484,197.5,179.948,292.439,680.713,235.597,275.853,NaN,200.048,404.583,382.429,269.846,215.173,296.832,286.152,323.874,262.062,199.56,206.676,249.348,186.605,217.243,306.387,316.651,317.353,1371.23,188.653,252.002
manthey_single-ordered-initialized-w44-b8.cnf,9856.0,80184.0,5992.0,66787.0,0.644859813,0.20059293,0.18,0.089718059,0.54590673,0.568985531,0.0,1.0,0.99570759,0.000612782,0.831085793,0.000333778,0.008511348,0.883684305,0.0,0.213963795,0.894485454,0.0,0.000612782,2.534287137,0.000134757,0.013790109,1.137408833,0.616045907,0.162158007,0.0,0.913043478,1.228577377,0.000291678,3.305684841,1.4973e-05,0.008908919,0.816676187,0.653899711,0.000641279,2.196304417,0.000134757,0.012547352,0.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,576.056,346.823,251.641,384.296,776.966,441.98,362.914,NaN,320.267,609.392,563.079,360.38,332.697,437.104,497.165,514.633,416.477,300.353,320.673,388.882,305.458,354.45,561.006,501.744,492.571,1515.1,304.472,464.541
manthey_single-ordered-initialized-w44-b9.cnf,11286.0,91680.0,7251.0,77284.0,0.556474969,0.186274002,0.26,0.093822783,0.549953567,0.566586078,0.0,1.0,0.851460023,0.000504063,0.877098002,0.000275824,0.007033513,0.85135308,0.0,0.215452099,0.908868589,0.0,0.000504063,2.612786153,0.000116454,0.012991046,1.383149788,0.617168233,0.154727238,0.003802281,0.903225806,1.290174077,0.000241444,3.513735532,1.2939e-05,0.008798716,0.763992952,0.65538792,0.00055885,2.251644306,0.000129393,0.012473474,0.08,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.06,544.289,420.768,206.83,580.442,774.219,394.224,437.111,NaN,266.824,619.392,586.491,550.343,273.943,442.429,556.634,467.79,422.49,268.552,251.69,416.423,304.864,340.992,723.996,512.238,564.569,1500.95,268.61,469.672
manthey_single-ordered-initialized-w46-b7.cnf,9177.0,75075.0,5178.0,61703.0,0.77230591,0.216715557,0.16,0.083918124,0.539359618,0.575431168,0.0,1.0,1.025889277,0.000712765,0.783006351,0.00038625,0.010235612,0.915737946,0.0,0.211091843,0.875921754,0.0,0.000712765,2.500619442,0.00014586,0.014197041,1.322532416,0.613801093,0.170032246,0.001142857,0.926315789,1.276122426,0.000337113,3.1383749,1.6207e-05,0.00865436,0.862595357,0.652221124,0.000700192,2.169271955,0.000129653,0.012090174,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,392.81,288.063,292.899,437.425,804.806,432.489,466.847,NaN,318.853,631.689,559.065,449.62,326.149,463.478,562.742,476.461,500.011,364.872,327.099,493.943,281.782,373.851,538.214,512.376,589.412,1602.5,315.982,477.054
manthey_single-ordered-initialized-w46-b8.cnf,10672.0,87322.0,6501.0,73012.0,0.641593601,0.195995179,0.18,0.089040158,0.544956432,0.569351252,0.0,1.0,0.995351116,0.000565224,0.832608572,0.000307645,0.008152592,0.880905113,0.0,0.212855421,0.894140689,0.02,0.000565224,2.592559469,0.000123267,0.013217005,1.10878263,0.617978305,0.160144694,0.0,0.916666667,1.202417826,0.000269236,3.375469873,1.3696e-05,0.008532844,0.794351014,0.65438558,0.000591727,2.243808427,0.000123267,0.01202542,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,784.522,660.336,535.348,872.981,1002.71,635.371,779.787,NaN,476.95,972.479,907.559,833.745,488.792,814.448,915.404,972.922,784.32,598.295,502.365,906.416,479.459,545.108,1229.57,904.48,899.796,1815.66,474.125,805.22
manthey_single-ordered-initialized-w46-b9.cnf,12213.0,99800.0,7863.0,84487.0,0.55322396,0.181246819,0.24,0.093067573,0.54892069,0.566939693,0.0,1.0,0.852704202,0.000465739,0.881354115,0.000254356,0.006867608,0.851174989,0.0,0.214257815,0.908068697,0.0,0.000465739,2.670681225,0.000106525,0.012463456,1.246042011,0.620178416,0.152988141,0.0,0.907216495,1.159662326,0.000222913,3.587158702,1.1836e-05,0.008427332,0.743885455,0.655674838,0.000515976,2.299215752,0.000118361,0.011954502,0.08,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,1082.9,784.76,527.75,826.831,975.187,817.162,785.173,NaN,548.933,1128.19,1176.32,805.372,589.179,756.811,1266.96,1033.01,1014.95,515.527,519.205,999.629,475.699,676.752,1657.11,913.681,937.57,1850.26,629.447,1110.38
manthey_single-ordered-initialized-w48-b6.cnf,8352.0,68487.0,4211.0,55182.0,0.98337687,0.241111232,0.14,0.076311116,0.530017727,0.590070669,0.0,1.0,1.039917268,0.000887855,0.769680391,0.000474947,0.012823557,0.960356101,0.0,0.207440832,0.849208075,0.0,0.000887855,2.421128206,0.000163097,0.014914284,1.106440626,0.617269035,0.182498724,0.001215067,0.911330049,1.023759941,0.000412387,2.919221883,1.8122e-05,0.008426661,0.937416944,0.64800116,0.000804264,2.108642965,0.000126853,0.011634229,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,247.349,210.536,163.322,285.13,702.408,267.864,320.505,NaN,208.064,444.476,410.831,278.828,216.215,332.418,319.776,329.265,316.709,240.085,242.267,310.038,184.906,217.232,328.118,314.998,327.954,1545.83,221.763,238.695
manthey_single-ordered-initialized-w48-b7.cnf,9912.0,81505.0,5580.0,67156.0,0.776344086,0.213666687,0.16,0.083090119,0.538578342,0.575697084,0.0,1.0,1.026035349,0.000663568,0.807429982,0.000358423,0.010215054,0.914532784,0.0,0.210286497,0.875275478,0.02,0.000663568,2.547875851,0.000134016,0.013639883,1.226977966,0.617296102,0.167596259,0.001092896,0.893719807,1.189952515,0.000313359,3.196656173,1.4891e-05,0.008309012,0.849578505,0.652942403,0.000654193,2.212195388,0.000119126,0.011614748,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,766.337,462.711,470.476,789.961,1096.89,769.619,861.962,NaN,636.185,905.889,810.578,760.996,635.821,807.079,988.562,1000.68,967.667,677.995,589.209,998.841,482.043,610.63,1006.67,933.381,1067.85,1947.95,644.551,1024.42
manthey_single-ordered-initialized-w48-b8.cnf,11520.0,94764.0,7004.0,79420.0,0.644774415,0.193200705,0.2,0.088189373,0.544183813,0.569617575,0.0,1.0,0.99655979,0.000526537,0.860181971,0.000285551,0.008138207,0.879914123,0.0,0.212087635,0.893553261,0.02,0.000526537,2.640962599,0.000113322,0.012704608,1.019014423,0.621534731,0.157726354,0.0,0.876777251,1.102858437,0.000250391,3.437828553,1.2591e-05,0.008196928,0.783596934,0.655275749,0.000553272,2.286615164,0.000113322,0.011558801,0.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,19.6668,9.09615,20.5752,4.83754,518.314,93.4224,28.4826,NaN,109.913,98.3286,40.7256,4.67711,114.083,50.221,65.8686,17.8763,87.0775,12.0372,50.7545,85.505,30.1808,2.92435,163.137,89.6811,76.9352,1266.3,83.8754,10.7887
manthey_single-ordered-initialized-w48-b9.cnf,13176.0,108264.0,8471.0,91820.0,0.555424389,0.179089523,0.28,0.092256589,0.54820663,0.567265372,0.0,1.0,0.849672053,0.000433508,0.908889688,0.0002361,0.00672884,0.847963853,0.0,0.213602701,0.90798301,0.0,0.000433508,2.722218572,9.8018e-05,0.011979961,1.265232753,0.622681203,0.150500225,0.003484321,0.860465116,1.185597762,0.000207458,3.65356872,1.0891e-05,0.00810281,0.73412995,0.656991941,0.000482657,2.341988759,0.000108909,0.011500762,0.1,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.12,3134.81,1567.32,769.023,1586.38,1548.38,1559.85,1534.27,NaN,1249.24,1726.61,1438.0,1673.4,1259.68,1529.19,2467.1,2218.6,2088.13,1045.17,1048.22,1964.34,941.415,1229.54,3029.32,1903.58,1901.99,2368.62,1304.69,1767.22
manthey_single-ordered-initialized-w50-b6.cnf,9000.0,74139.0,4549.0,59973.0,0.978456804,0.236206293,0.14,0.0758508,0.529201586,0.590381547,0.0,1.0,1.037787763,0.000821752,0.760156441,0.000439657,0.011870741,0.957272197,0.0,0.206359528,0.848881997,0.0,0.000821752,2.47443375,0.000150068,0.014323112,1.074419669,0.61945188,0.180444104,0.001164144,0.914691943,0.97684026,0.000381944,2.979246699,1.6674e-05,0.008086972,0.908527685,0.647941574,0.000742116,2.152766682,0.000116719,0.011171694,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.06,636.144,573.501,243.227,448.967,814.249,460.339,566.542,NaN,324.237,640.372,584.114,471.313,329.389,565.048,488.238,527.953,540.972,360.368,370.176,544.12,298.639,341.185,516.129,468.88,536.301,1857.08,323.919,374.025
manthey_single-ordered-initialized-w50-b7.cnf,10675.0,88199.0,6038.0,72989.0,0.767969526,0.208387565,0.18,0.082724794,0.537702325,0.576030169,0.0,1.0,1.023236734,0.000612141,0.784934883,0.000331236,0.009440212,0.910715439,0.0,0.209113702,0.875159271,0.02,0.000612141,2.608884194,0.000123306,0.013097864,1.262606243,0.617511439,0.165902717,0.00104712,0.932038835,1.217374335,0.000289732,3.264455386,1.3701e-05,0.007973804,0.818565569,0.652838099,0.000601401,2.25936603,0.000109606,0.011152365,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,1641.27,796.055,696.532,1490.84,1463.36,1257.35,1606.77,NaN,1103.57,1425.42,1093.59,1296.06,1110.24,1559.9,1813.82,1687.58,1655.19,1201.4,1185.5,1764.74,772.328,1153.48,1748.66,1619.05,1681.97,2448.25,1075.04,1511.41
manthey_single-ordered-initialized-w52-b6.cnf,9672.0,80015.0,4890.0,64924.0,0.97791411,0.232441008,0.14,0.075318834,0.528466705,0.590669497,0.0,1.0,1.035619501,0.00076489,0.761147755,0.000408998,0.011451943,0.954743269,0.0,0.205486415,0.848484382,0.0,0.00076489,2.524324429,0.000138624,0.013785349,1.048862989,0.621049588,0.178208817,0.001117318,0.917808219,0.945411297,0.000355602,3.035036213,1.5403e-05,0.007778325,0.886668245,0.648127041,0.0006908,2.194729709,0.000107818,0.010751032,0.04,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.04,546.65,489.691,431.124,683.771,971.755,733.376,840.206,NaN,532.104,956.355,692.255,683.683,538.286,791.132,891.714,829.812,878.361,654.781,555.125,815.934,464.537,539.998,838.447,754.333,816.846,2185.89,520.573,699.41
manthey_single-ordered-initialized-w54-b9.cnf,16281.0,135720.0,10552.0,116313.0,0.54293025,0.166851513,0.36,0.090720728,0.545824423,0.568142224,0.0,1.0,0.846744848,0.000348674,0.905677388,0.000189538,0.005780895,0.843890562,0.0,0.210690121,0.906863377,0.02,0.000348674,2.890209457,7.7377e-05,0.010703877,1.21258764,0.62979176,0.144778841,0.0,0.921052632,1.125413287,0.000167016,3.865856184,8.597e-06,0.007221893,0.6740593,0.657682288,0.000386625,2.480486979,8.5975e-05,0.010265405,0.16,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.18,17.5966,12.1588,215.556,65.4611,514.547,217.703,235.189,917.142,68.061,28.291,28.5901,70.5118,78.0577,34.3524,104.746,250.813,305.324,98.389,136.014,322.314,55.931,8.28185,72.1111,53.6891,50.5487,1512.48,42.5625,4.43087
minandmaxor128.cnf,249327.0,746444.0,76979.0,397738.0,2.238896322,0.876722868,4.3,0.19354198,0.495854389,0.719227152,0.0,1.0,1.476989369,4.4506e-05,0.879236637,2.5981e-05,0.003325582,1.385115099,0.0,0.282872142,0.778801623,0.04,4.4506e-05,2.505437385,1.76e-05,0.001780066,2.28662329,0.161938033,0.18718878,0.0,0.976923077,2.293486481,1.7295e-05,1.89642622,2.514e-06,0.000895062,1.975472102,0.536156968,3.9658e-05,2.874620368,1.2571e-05,0.001915834,6.92,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,1079.2,971.056,NaN,3124.57,3131.24,NaN,NaN,NaN,NaN,2538.52,2680.36,3174.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2593.15,NaN,NaN,NaN
minxorminand064.cnf,40042.0,119357.0,4857.0,48581.0,7.244183652,1.456865853,0.74,0.099977357,0.637798728,0.535157663,0.0,1.0,1.995718527,0.000885188,0.889428502,0.000411777,0.026559605,1.810060585,0.0,0.392190362,0.522817562,0.0,0.000885188,1.492691126,0.000144089,0.007122126,3.308075063,0.198105362,0.263437513,0.0,0.925925926,2.672844404,0.000202367,1.446252786,2.0584e-05,0.002655359,2.647578002,0.456742348,0.000930903,1.056336153,0.000102921,0.005310718,0.06,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,20.02,105.612,163.021,124.06,242.644,625.385,539.961,449.69,NaN,159.949,105.241,105.968,246.294,173.577,246.594,176.248,160.086,276.776,222.309,194.915,300.567,76.4506,89.192,189.723,204.293,182.468,763.42,155.27,238.077
mrpp_4x4#10_20.cnf,4528.0,28326.0,2135.0,21720.0,1.120843091,0.304143646,0.08,0.098296501,0.399306323,0.7340104,0.0,1.0,1.812906562,0.001837976,0.231265512,0.000936768,0.002810304,1.289761246,0.0,0.032458564,0.362661142,0.0,0.001837976,0.590183207,0.000322284,0.004051565,3.234626565,0.270829687,0.157484971,0.0,0.724137931,3.283652009,0.000481582,0.442662581,9.2081e-05,0.001012891,2.557486798,0.327486188,0.001695197,0.286442814,0.000230203,0.002624309,0.02,0.003291893,0.381783872,0.000138122,0.007458564,4.423454395,0.367106299,0.290317984,0.07816092,0.888888889,3.576562727,3.14,5.04777,5.56769,0.909457,4.89106,502.974,2.42858,1.38878,NaN,2.33283,6.87652,6.86428,4.96346,1.8893,8.60558,3.00006,1.93441,4.69161,2.9904,7.44365,2.50454,7.94936,4.01421,8.57848,7.64042,7.70301,322.06,1.79638,1.33988
mrpp_4x4#10_9.cnf,1976.0,12310.0,859.0,8333.0,1.300349243,0.47725909,0.02,0.103084123,0.40600424,0.74011811,0.0,1.0,1.800836821,0.004469096,0.243872672,0.002328289,0.006984866,1.323489303,0.0,0.05424217,0.400216009,0.0,0.004469096,0.62718422,0.000840034,0.010560422,3.549645307,0.269432015,0.159031836,0.0,0.724137931,3.627424372,0.001214298,0.454970041,0.00024001,0.002640106,2.659109083,0.340093604,0.004091339,0.346468524,0.000600024,0.006840274,0.0,0.008116806,0.429426471,0.000360014,0.019440778,4.557499593,0.363622642,0.302910199,0.07816092,0.888888889,3.667440242,1.12,0.49933,1.05644,0.271206,0.568438,500.504,2.06702,1.6289,421.21,0.884653,0.928291,0.949158,0.572902,0.528591,0.642718,0.770277,0.559578,0.545297,301.371,302.785,0.269072,0.45345,0.670107,2.17171,2.09416,2.15826,291.352,0.51305,0.300557
mrpp_4x4#12_12.cnf,2672.0,16408.0,1197.0,11737.0,1.232247285,0.397972225,0.04,0.101985175,0.411294766,0.743889005,0.0,1.0,1.822695346,0.003252572,0.238199939,0.001670844,0.005012531,1.317697098,0.0,0.047030757,0.370452415,0.0,0.003252572,0.623308978,0.000596405,0.007497657,3.524239449,0.272509024,0.155289928,0.0,0.724137931,3.489881242,0.00084681,0.486953368,0.000170401,0.001874414,2.607450066,0.327170486,0.002991489,0.330410413,0.000426003,0.004856437,0.0,0.005945142,0.404696998,0.000255602,0.013802505,4.501647297,0.369863746,0.290393921,0.076576577,0.888888889,3.623906067,1.5,54.0153,49.1509,35.2855,16.6759,519.311,NaN,184.232,NaN,213.205,15.826,16.1683,15.8824,16.0927,9.74005,78.3313,165.609,87.5458,332.333,325.109,24.9874,15.9563,17.803,102.915,34.419,28.5201,1363.96,16.3928,17.6441
mrpp_4x4#4_24.cnf,5048.0,27895.0,2217.0,21443.0,1.276950834,0.300890734,0.06,0.103390384,0.427273858,0.742176919,0.0,1.0,1.824229917,0.001748833,0.239700493,0.00090212,0.00270636,1.33097947,0.0,0.060346034,0.356853052,0.0,0.001748833,0.498179578,0.000373082,0.003357739,3.233855527,0.26309598,0.156333639,0.0,0.661971831,3.35532293,0.00045594,0.429693837,9.3271e-05,0.001025976,2.564444653,0.332043091,0.001550765,0.251509209,0.000373082,0.002191857,0.02,0.002931786,0.359341178,0.000233176,0.00610922,4.280526336,0.373734559,0.248470863,0.111111111,0.888888889,3.481163946,2.22,0.607901,0.646873,0.658577,0.420184,0.223214,0.160674,0.392213,NaN,0.437407,1.64558,1.66922,0.400642,0.142131,0.0874229,0.643155,0.846667,0.0476029,0.202653,0.234667,0.0451259,0.175233,0.188691,0.966812,0.259578,0.263506,0.300696,0.141523,0.232895
mrpp_4x4#4_4.cnf,748.0,3859.0,215.0,1629.0,2.479069767,1.368937999,0.0,0.131982812,0.478704435,0.741909674,0.0,1.0,1.673745404,0.016517481,0.240165622,0.009302326,0.03255814,1.250579203,0.0,0.09699202,0.48004911,0.0,0.016517481,0.506180128,0.004297115,0.040515654,3.638139287,0.259555937,0.186222312,0.0,0.764705882,3.760426892,0.00517938,0.473463086,0.001227747,0.012277471,2.704609042,0.38305709,0.013899239,0.368577832,0.004910988,0.027010436,0.0,0.026218317,0.442438863,0.003069368,0.074892572,4.277060821,0.39263932,0.24033055,0.122807018,0.733333333,3.622938736,0.08,35.9778,36.4088,0.020252,0.010843,0.022267,0.010158,0.0112081,0.0341411,0.0251101,0.037789,0.037987,0.0107971,0.0100621,0.0134831,0.0693519,0.0814799,0.00975408,209.623,198.791,0.00997404,0.00999496,0.0100371,0.241177,0.0250039,0.025181,0.0233011,0.009817,0.013876
mrpp_4x4#4_5.cnf,963.0,5077.0,315.0,2620.0,2.057142857,0.93778626,0.0,0.120229008,0.459351145,0.750041635,0.0,1.0,1.737304214,0.011595783,0.242163319,0.006349206,0.019047619,1.289584185,0.0,0.085114504,0.440076336,0.0,0.011595783,0.520597075,0.003053435,0.026717557,3.77391908,0.270408923,0.177903523,0.0,0.657142857,3.860650808,0.003408458,0.457699136,0.000763359,0.008396947,2.717982071,0.366030534,0.009918817,0.351489473,0.003053435,0.017557252,0.0,0.018918478,0.434833266,0.001908397,0.049236641,4.412895807,0.386631728,0.245071596,0.111111111,0.892857143,3.616211129,0.16,0.0272769,0.0290739,0.0286409,0.016459,0.026532,0.0180769,0.015621,0.0700339,0.069144,0.057847,0.057291,0.0163761,0.0135151,0.016871,0.092015,0.106872,0.011792,0.103996,0.37208,0.0112011,0.0134561,0.0135089,0.374187,0.032104,0.0328971,0.0267771,0.0133131,0.0233231
mrpp_4x4#6_16.cnf,3328.0,17876.0,1446.0,13684.0,1.301521438,0.306343175,0.04,0.105670856,0.419058755,0.744477464,0.0,1.0,1.818220715,0.00269186,0.229286848,0.001383126,0.004149378,1.28516509,0.0,0.036612102,0.361809412,0.0,0.00269186,0.51179887,0.000803859,0.005261619,3.158625111,0.255772951,0.15471058,0.0,0.661971831,3.35317185,0.000697072,0.452768914,0.000146156,0.001461561,2.558140937,0.323151125,0.002408745,0.26356975,0.00073078,0.003434668,0.0,0.004586967,0.356000403,0.000438468,0.009573224,4.280523894,0.373277577,0.25509101,0.10591133,0.888888889,3.512531946,1.4,0.662201,0.820789,0.262271,0.115835,0.171384,0.259142,0.164829,119.011,0.470766,0.341916,0.333985,0.110689,0.268097,0.076506,0.522024,0.507174,0.193568,302.858,301.29,0.22758,0.120396,0.116297,0.811789,0.266961,0.268986,0.380377,0.261033,0.166116
mrpp_4x4#6_20.cnf,4188.0,22548.0,1846.0,17576.0,1.268689057,0.282885753,0.06,0.105029586,0.417796996,0.743734822,0.0,1.0,1.821028251,0.002116547,0.227661011,0.001083424,0.003250271,1.2810622,0.0,0.03373919,0.355655439,0.0,0.002116547,0.507980843,0.000625853,0.004096495,3.061081228,0.256039133,0.154075962,0.0,0.661971831,3.245325401,0.000545195,0.451314525,0.000113792,0.001137915,2.540163596,0.321461083,0.001897532,0.25469747,0.000568958,0.002674101,0.02,0.003606543,0.348593502,0.000341375,0.007453345,4.247104917,0.373599475,0.25334064,0.10591133,0.888888889,3.492617821,2.02,1.17401,0.505065,0.523886,0.380139,0.382953,0.444938,0.391815,NaN,0.594348,1.02645,1.05737,0.36466,0.272927,0.347974,1.04796,1.07563,0.295679,302.507,300.889,0.424137,0.159806,0.155861,0.916969,0.41852,0.418602,0.379457,0.279396,0.198003
mrpp_4x4#6_5.cnf,963.0,5002.0,341.0,2903.0,1.824046921,0.723045126,0.0,0.117464692,0.441887702,0.752721227,0.0,1.0,1.744931362,0.010722046,0.245499579,0.005865103,0.017595308,1.299820994,0.0,0.080950741,0.455390975,0.0,0.010722046,0.554870762,0.003789184,0.024801929,3.636262784,0.257827393,0.165020618,0.0,0.661971831,3.853486103,0.003065895,0.467534972,0.000688942,0.006889425,2.640371656,0.353427489,0.009319917,0.349656299,0.003444712,0.016190148,0.0,0.018001025,0.452467333,0.001722356,0.045125732,4.441347038,0.372316161,0.273941592,0.08172043,0.888888889,3.69350082,0.24,52.2321,52.0005,0.0287271,0.016189,0.028033,0.0204199,0.020744,0.103327,0.0373829,0.0509499,0.0519529,0.0158169,0.014418,0.01923,0.095561,0.107155,0.0136401,300.53,300.604,0.0136839,0.013404,0.0129191,0.367101,0.0404809,0.040381,0.0280279,0.0142161,0.0219259
mrpp_4x4#8_8.cnf,1744.0,11025.0,736.0,7138.0,1.369565217,0.544550294,0.02,0.103110115,0.418656019,0.759913785,0.0,1.0,1.810628234,0.005145836,0.256859876,0.002717391,0.008152174,1.36982964,0.0,0.088119922,0.403474363,0.0,0.005145836,0.628799075,0.000980667,0.012328383,3.668905803,0.289096901,0.162759712,0.0,0.724137931,3.735971343,0.001383821,0.475975779,0.000280191,0.003082096,2.671708141,0.345054637,0.004691288,0.344574426,0.000700476,0.00798543,0.0,0.009202049,0.4463533,0.000560381,0.022695433,4.610604296,0.373140983,0.295733131,0.082352941,0.888888889,3.695669811,0.9,0.187071,0.212382,0.118826,0.116642,96.9457,0.08229,0.161486,1.00929,0.18546,0.194988,0.192647,0.114253,0.14444,0.148951,0.267679,0.341711,0.054522,300.744,301.499,0.210762,0.0435949,0.0430141,0.751766,0.227166,0.22472,50.5626,0.139431,0.14776
