Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_maxino16-c10,algo_CCEHC2akms,algo_mscg2015b,algo_Optiriss6,algo_mscg2015a,algo_LMHS-2016,algo_ahms-ls-1.70,algo_Open-WBO16,algo_WMaxSatz+,algo_WMaxSatz09,algo_maxino16-dis,algo_ahms-1.70,algo_WPM3-2015-co,algo_QMaxSAT14,algo_CCLS2akms,algo_Naps-1.02-ms,algo_QMaxSAT16UC,algo_maxhs-b
ped2.B.recomb1-0.10-10.wcnf,171862.0,448845.0,0.00486,426.68808,256.30075,1.0,581.0,0.3829,2e-05,9.41084,0.0,0.00396,0.00396,2e-05,4.3872,1e-05,0.00337,0.00336,0.70543,0.20689,0.0,1.0,1.0,0.6946,0.35554,0.0,1.0,1.0,0.06212,0.64441,0.99882,1e-05,0.0,0.0,0.00131,0.00131,0.5029,0.73,NaN,0.87,0.37,0.77,5.64,NaN,0.31,NaN,NaN,0.76,NaN,0.5,0.35,NaN,6.1,0.35,1.89
ped2.B.recomb1-0.10-6.wcnf,171591.0,481698.0,0.00453,426.68808,256.30075,1.0,581.0,0.35622,2e-05,9.34728,0.0,0.00385,0.00385,2e-05,4.182,1e-05,0.00337,0.00337,0.72236,0.20875,0.0,1.0,1.0,0.6985,0.35419,0.0,1.0,1.0,0.0505,0.61005,0.9989,1e-05,0.0,0.0,0.00122,0.00122,0.46947,0.84,NaN,1.06,0.43,0.84,6.5,NaN,0.36,NaN,NaN,0.9,NaN,0.56,0.54,NaN,7.47,0.53,2.32
ped2.B.recomb1-0.10-7.wcnf,171378.0,485553.0,0.00449,426.68808,256.30075,1.0,581.0,0.35295,2e-05,9.5913,0.0,0.00378,0.00378,2e-05,4.10637,1e-05,0.00338,0.00337,0.72496,0.2048,0.0,1.0,1.0,0.69848,0.3557,0.0,1.0,1.0,0.04699,0.57856,0.9989,1e-05,0.0,0.0,0.00121,0.00121,0.45571,0.89,NaN,1.14,0.5,0.85,6.21,NaN,0.38,NaN,NaN,0.9,NaN,0.58,0.67,NaN,8.35,0.74,2.88
ped2.B.recomb1-0.10-8.wcnf,171525.0,470643.0,0.00463,426.68808,256.30075,1.0,581.0,0.36445,2e-05,9.32258,0.0,0.00384,0.00384,2e-05,4.24992,1e-05,0.00338,0.00337,0.71568,0.20683,0.0,1.0,1.0,0.69198,0.3546,0.0,1.0,1.0,0.04999,0.61686,0.99888,1e-05,0.0,0.0,0.00126,0.00126,0.48313,0.85,NaN,1.09,0.45,0.83,5.67,NaN,0.36,NaN,NaN,0.84,NaN,0.56,0.56,NaN,7.17,0.56,2.58
ped2.B.recomb1-0.10-9.wcnf,171883.0,461717.0,0.00472,426.68808,256.30075,1.0,581.0,0.37227,2e-05,9.25952,0.0,0.00383,0.00383,2e-05,4.2894,1e-05,0.00337,0.00336,0.71323,0.20881,0.0,1.0,1.0,0.69912,0.35262,0.0,1.0,1.0,0.05625,0.63951,0.99884,1e-05,0.0,0.0,0.00127,0.00127,0.48416,0.73,NaN,1.04,0.46,0.79,4.66,NaN,0.35,NaN,NaN,0.73,NaN,0.52,0.53,NaN,7.93,0.51,1.91
ped2.B.recomb1-0.20-11.wcnf,172729.0,562812.0,0.00387,426.68808,256.30075,1.0,581.0,0.3069,2e-05,8.23861,0.0,0.00328,0.00328,2e-05,3.96637,1e-05,0.00335,0.00335,0.74051,0.18549,0.0,1.0,1.0,0.67742,0.34368,0.0,1.0,1.0,0.04111,0.60215,0.99903,1e-05,0.0,0.0,0.00104,0.00104,0.48251,1.33,NaN,2.01,0.66,1.4,10.33,NaN,0.55,NaN,NaN,1.46,NaN,0.92,1.11,NaN,11.13,1.22,3.5
ped2.B.recomb1-0.20-12.wcnf,172671.0,553591.0,0.00394,426.68808,256.30075,1.0,581.0,0.31191,2e-05,8.33276,0.0,0.00333,0.00333,2e-05,3.97292,1e-05,0.00336,0.00335,0.73987,0.18375,0.0,1.0,1.0,0.68507,0.34458,0.0,1.0,1.0,0.03814,0.59678,0.99901,1e-05,0.0,0.0,0.00107,0.00107,0.46304,1.65,NaN,1.84,0.6,1.09,12.79,NaN,0.5,NaN,NaN,1.3,NaN,0.82,0.91,NaN,11.69,1.48,3.61
ped2.B.recomb1-0.20-13.wcnf,173198.0,570925.0,0.00382,426.68808,256.30075,1.0,581.0,0.30336,2e-05,8.21398,0.0,0.00329,0.00329,2e-05,3.92779,1e-05,0.00334,0.00334,0.74432,0.16963,0.0,1.0,1.0,0.67269,0.34193,0.0,1.0,1.0,0.03577,0.58983,0.99903,1e-05,0.0,0.0,0.00103,0.00103,0.47841,2.23,NaN,2.06,0.61,1.38,18.66,NaN,0.47,NaN,NaN,1.51,NaN,0.9,0.76,NaN,10.1,0.75,6.44
ped2.B.recomb1-0.20-14.wcnf,172723.0,525646.0,0.00415,426.68808,256.30075,1.0,581.0,0.32859,2e-05,8.53319,0.0,0.00357,0.00357,2e-05,4.04809,1e-05,0.00336,0.00335,0.73266,0.18577,0.0,1.0,1.0,0.68012,0.34524,0.0,1.0,1.0,0.04222,0.59764,0.99897,1e-05,0.0,0.0,0.00112,0.00112,0.47765,1.17,NaN,1.75,0.56,1.14,7.46,NaN,0.49,NaN,NaN,1.15,NaN,0.76,0.69,NaN,9.24,0.74,3.3
ped2.B.recomb1-0.20-15.wcnf,172830.0,606412.0,0.00359,426.68808,256.30075,1.0,581.0,0.285,2e-05,8.21095,0.0,0.00308,0.00308,2e-05,3.80882,1e-05,0.00335,0.00334,0.75322,0.17245,0.0,1.0,1.0,0.67766,0.34451,0.0,1.0,1.0,0.03411,0.57357,0.99909,1e-05,0.0,0.0,0.00097,0.00097,0.46629,1.26,NaN,1.71,0.72,1.1,8.89,NaN,0.48,NaN,NaN,1.4,NaN,0.9,0.83,NaN,9.96,0.77,3.46
ped2.G.recomb1-0.01-1.wcnf,208173.0,1961220.0,0.00968,563.27606,99.85713,1.0,581.0,0.10614,1e-05,5.29405,0.0,0.00087,0.00087,1e-05,2.33382,0.0,0.00278,0.00278,0.75185,0.28056,0.0,1.0,1.0,0.71784,0.35592,0.0,1.0,1.0,0.04023,0.62739,0.99972,0.0,0.0,0.0,0.00029,0.00029,0.42247,4.54,NaN,6.73,1.8,2.77,276.43,NaN,2.21,NaN,NaN,2.26,NaN,3.93,46.33,NaN,NaN,57.35,56.62
ped2.G.recomb1-0.01-2.wcnf,208001.0,1827810.0,0.01038,563.27606,99.85713,1.0,581.0,0.1138,1e-05,5.61943,0.0,0.00097,0.00097,1e-05,2.37507,0.0,0.00279,0.00278,0.76036,0.27393,0.0,1.0,1.0,0.71612,0.35828,0.0,1.0,1.0,0.04038,0.60808,0.9997,0.0,0.0,0.0,0.00031,0.00031,0.41683,5.06,NaN,5.98,1.45,2.75,155.31,NaN,1.69,NaN,NaN,2.57,NaN,3.26,41.72,NaN,NaN,48.1,91.48
ped2.G.recomb1-0.01-3.wcnf,208528.0,1942065.0,0.00977,563.27606,99.85713,1.0,581.0,0.10737,1e-05,5.32826,0.0,0.00087,0.00087,1e-05,2.35538,0.0,0.00278,0.00277,0.74828,0.27968,0.0,1.0,1.0,0.71748,0.35594,0.0,1.0,1.0,0.04068,0.62377,0.99971,0.0,0.0,0.0,0.00029,0.00029,0.4221,11.96,NaN,6.49,1.4,2.64,17.1,NaN,1.32,NaN,NaN,2.53,NaN,2.5,26.58,NaN,NaN,25.88,14.25
ped2.G.recomb1-0.01-4.wcnf,208193.0,1758879.0,0.01079,563.27606,99.85713,1.0,581.0,0.11837,1e-05,5.73805,0.0,0.001,0.001,1e-05,2.42259,0.0,0.00278,0.00278,0.75932,0.26959,0.0,1.0,1.0,0.71604,0.35845,0.0,1.0,1.0,0.04049,0.60046,0.99968,0.0,0.0,0.0,0.00032,0.00032,0.41332,16.07,NaN,11.81,1.8,2.81,45.9,NaN,1.97,NaN,NaN,3.42,NaN,3.36,61.0,NaN,NaN,68.17,48.76
ped2.G.recomb1-0.01-5.wcnf,208642.0,2027674.0,0.00936,563.27606,99.85713,1.0,581.0,0.1029,1e-05,5.37672,0.0,0.00083,0.00083,1e-05,2.24748,0.0,0.00278,0.00277,0.76295,0.27535,0.0,1.0,1.0,0.71643,0.3568,0.0,1.0,1.0,0.03603,0.60299,0.99973,0.0,0.0,0.0,0.00027,0.00027,0.4114,6.35,NaN,4.45,1.26,2.5,60.29,NaN,1.38,NaN,NaN,1.97,NaN,2.4,26.27,NaN,NaN,23.63,27.6
ped2.G.recomb1-0.10-10.wcnf,213118.0,2684849.0,0.00707,563.27606,99.85713,1.0,581.0,0.07938,1e-05,4.2425,0.0,0.00063,0.00063,1e-05,2.06748,0.0,0.00272,0.00271,0.75773,0.28869,0.0429,0.98947,0.94658,0.72181,0.34677,0.0,1.0,1.0,0.028,0.65079,0.99979,0.0,0.0,0.0,0.0002,0.0002,0.40589,19.41,NaN,6.16,1.67,3.42,100.48,NaN,2.09,NaN,NaN,3.29,NaN,3.65,35.03,NaN,NaN,35.4,66.48
ped2.G.recomb1-0.10-6.wcnf,211746.0,2708069.0,0.00701,563.27606,99.85713,1.0,581.0,0.07819,1e-05,4.27396,0.0,0.00067,0.00066,1e-05,2.05633,0.0,0.00273,0.00273,0.76194,0.28633,0.0,1.0,1.0,0.71847,0.34667,0.0,1.0,1.0,0.02725,0.63556,0.99979,0.0,0.0,0.0,0.00021,0.00021,0.40652,26.4,NaN,8.35,2.1,3.72,70.3,NaN,2.0,NaN,NaN,3.6,NaN,4.41,46.76,NaN,NaN,34.9,53.49
ped2.G.recomb1-0.10-7.wcnf,212823.0,2719252.0,0.00698,563.27606,99.85713,1.0,581.0,0.07827,1e-05,4.30674,0.0,0.00065,0.00065,1e-05,2.04432,0.0,0.00272,0.00272,0.76559,0.28351,0.02083,0.98947,0.96864,0.71563,0.34762,0.0,1.0,1.0,0.02609,0.63673,0.99979,0.0,0.0,0.0,0.00021,0.00021,0.41113,8.28,NaN,8.02,3.45,5.21,1082.87,NaN,5.31,NaN,NaN,3.94,NaN,6.6,157.44,NaN,NaN,93.05,204.2
ped2.G.recomb1-0.10-8.wcnf,212006.0,2909325.0,0.00652,563.27606,99.85713,1.0,581.0,0.07287,1e-05,4.19941,0.0,0.00061,0.00061,1e-05,1.98557,0.0,0.00273,0.00273,0.77809,0.27718,0.0,1.0,1.0,0.72024,0.34567,0.0,1.0,1.0,0.02293,0.63721,0.9998,0.0,0.0,0.0,0.0002,0.0002,0.39909,93.77,NaN,13.66,2.28,4.68,690.12,NaN,3.13,NaN,NaN,6.08,NaN,5.68,82.77,NaN,NaN,83.68,108.24
ped2.G.recomb1-0.10-9.wcnf,212398.0,2823823.0,0.00672,563.27606,99.85713,1.0,581.0,0.07522,1e-05,4.1994,0.0,0.00063,0.00063,1e-05,2.00811,0.0,0.00273,0.00272,0.76067,0.28931,0.03226,0.98947,0.95722,0.71591,0.34747,0.0,1.0,1.0,0.02645,0.62773,0.9998,0.0,0.0,0.0,0.0002,0.0002,0.40764,26.63,NaN,7.32,1.77,3.66,154.99,NaN,1.95,NaN,NaN,3.16,NaN,3.92,41.56,NaN,NaN,40.41,105.57
ped2.G.recomb1-0.20-11.wcnf,214066.0,3611532.0,0.00526,563.27606,99.85713,1.0,581.0,0.05927,1e-05,3.45073,0.0,0.0005,0.0005,1e-05,1.78413,0.0,0.0027,0.0027,0.77068,0.29192,0.10317,0.98947,0.8863,0.71627,0.33208,0.0,1.0,1.0,0.02002,0.61474,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.38335,52.03,NaN,12.26,4.09,6.43,1230.97,NaN,5.72,NaN,NaN,5.86,NaN,12.59,226.28,NaN,NaN,180.31,216.49
ped2.G.recomb1-0.20-12.wcnf,214813.0,3681009.0,0.00516,563.27606,99.85713,1.0,581.0,0.05836,1e-05,3.46602,0.0,0.00049,0.00049,1e-05,1.76334,0.0,0.0027,0.00269,0.77642,0.28839,0.03922,0.98947,0.95026,0.7182,0.33049,0.0,1.0,1.0,0.0188,0.61547,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.37921,52.98,NaN,19.53,4.03,6.88,341.78,NaN,6.75,NaN,NaN,7.88,NaN,9.39,195.53,NaN,NaN,188.22,162.11
ped2.G.recomb1-0.20-13.wcnf,216117.0,3639068.0,0.00522,563.27606,99.85713,1.0,581.0,0.05939,1e-05,3.4643,0.0,0.0005,0.0005,1e-05,1.77109,0.0,0.00268,0.00267,0.76653,0.29427,0.1,0.98947,0.88947,0.71839,0.3301,0.0,1.0,1.0,0.02011,0.61821,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.38037,35.24,NaN,16.52,3.88,7.12,NaN,NaN,5.28,NaN,NaN,8.25,NaN,8.34,174.16,NaN,NaN,222.28,207.42
ped2.G.recomb1-0.20-14.wcnf,214550.0,3908664.0,0.00486,563.27606,99.85713,1.0,581.0,0.05489,1e-05,3.39235,0.0,0.00047,0.00047,1e-05,1.70982,0.0,0.0027,0.00269,0.78331,0.2845,0.10448,0.98947,0.885,0.7193,0.33026,0.0,1.0,1.0,0.01703,0.60427,0.99985,0.0,0.0,0.0,0.00015,0.00015,0.37232,31.35,NaN,15.9,3.52,6.26,737.53,NaN,4.83,NaN,NaN,8.17,NaN,9.37,125.03,NaN,NaN,107.98,202.14
ped2.G.recomb1-0.20-15.wcnf,214438.0,4105508.0,0.00462,563.27606,99.85713,1.0,581.0,0.05223,1e-05,3.36045,0.0,0.00044,0.00044,1e-05,1.6585,0.0,0.0027,0.0027,0.7811,0.28697,0.09091,0.98947,0.89856,0.7197,0.33172,0.0,1.0,1.0,0.01666,0.5879,0.99986,0.0,0.0,0.0,0.00014,0.00014,0.36923,26.37,NaN,12.96,3.32,6.15,869.98,NaN,6.05,NaN,NaN,5.4,NaN,8.04,82.4,NaN,NaN,125.25,136.45
ped2.G.recomb10-0.01-1.wcnf,207876.0,1611419.0,0.01178,563.27606,99.85713,1.0,581.0,0.129,1e-05,5.73566,0.0,0.00106,0.00106,1e-05,2.57287,0.0,0.00279,0.00278,0.73435,0.28304,0.0,1.0,1.0,0.72064,0.35747,0.0,1.0,1.0,0.05163,0.61768,0.99965,0.0,0.0,0.0,0.00035,0.00035,0.42063,149.38,NaN,29.49,6.26,8.41,NaN,NaN,11.57,NaN,NaN,16.29,NaN,17.77,NaN,NaN,NaN,NaN,404.85
ped2.G.recomb10-0.01-2.wcnf,208409.0,1743948.0,0.01088,563.27606,99.85713,1.0,581.0,0.1195,1e-05,5.58782,0.0,0.00097,0.00097,1e-05,2.46112,0.0,0.00278,0.00277,0.74461,0.27923,0.0,1.0,1.0,0.71768,0.35721,0.0,1.0,1.0,0.04517,0.62093,0.99968,0.0,0.0,0.0,0.00032,0.00032,0.423,29.34,NaN,43.92,4.22,7.47,NaN,NaN,7.37,NaN,NaN,12.46,NaN,14.05,NaN,NaN,NaN,NaN,249.47
ped2.G.recomb10-0.01-3.wcnf,208782.0,1672973.0,0.01135,563.27606,99.85713,1.0,581.0,0.1248,1e-05,5.47032,0.0,0.00096,0.00096,1e-05,2.55055,0.0,0.00277,0.00277,0.72648,0.2904,0.0,1.0,1.0,0.72235,0.35764,0.0,1.0,1.0,0.05282,0.64385,0.99967,0.0,0.0,0.0,0.00032,0.00032,0.42944,36.84,NaN,20.38,4.54,6.89,339.14,NaN,4.02,NaN,NaN,11.57,NaN,14.25,1664.26,NaN,NaN,NaN,186.69
ped2.G.recomb10-0.01-4.wcnf,208016.0,1876953.0,0.01011,563.27606,99.85713,1.0,581.0,0.11083,1e-05,5.43239,0.0,0.00091,0.00091,1e-05,2.38412,0.0,0.00278,0.00278,0.7458,0.28197,0.0,1.0,1.0,0.71683,0.35783,0.0,1.0,1.0,0.04277,0.61719,0.9997,0.0,0.0,0.0,0.0003,0.0003,0.42221,36.47,NaN,25.91,5.7,8.02,NaN,NaN,7.96,NaN,NaN,12.89,NaN,17.07,NaN,NaN,NaN,NaN,288.08
ped2.G.recomb10-0.01-5.wcnf,208271.0,1706439.0,0.01112,563.27606,99.85713,1.0,581.0,0.12205,1e-05,5.56039,0.0,0.001,0.001,1e-05,2.51871,0.0,0.00278,0.00278,0.73668,0.28229,0.0,1.0,1.0,0.71753,0.35774,0.0,1.0,1.0,0.04786,0.63279,0.99967,0.0,0.0,0.0,0.00032,0.00032,0.43025,34.38,NaN,26.89,7.18,7.89,NaN,NaN,6.38,NaN,NaN,16.51,NaN,19.13,NaN,NaN,NaN,NaN,500.15
ped2.G.recomb10-0.10-10.wcnf,211356.0,2679720.0,0.00708,563.27606,99.85713,1.0,581.0,0.07887,1e-05,4.21703,0.0,0.00065,0.00065,1e-05,2.0795,0.0,0.00274,0.00273,0.76044,0.28764,0.04598,0.98947,0.9435,0.72077,0.34665,0.0,1.0,1.0,0.028,0.6481,0.99979,0.0,0.0,0.0,0.00021,0.00021,0.40725,75.62,NaN,30.36,8.55,10.71,NaN,NaN,16.26,NaN,NaN,22.73,NaN,45.19,NaN,NaN,NaN,NaN,572.44
ped2.G.recomb10-0.10-6.wcnf,211596.0,2599607.0,0.0073,563.27606,99.85713,1.0,581.0,0.0814,1e-05,4.18154,0.0,0.00067,0.00067,1e-05,2.10852,0.0,0.00274,0.00273,0.7407,0.29974,0.01961,0.98947,0.96987,0.71908,0.34682,0.0,1.0,1.0,0.03248,0.64466,0.99978,0.0,0.0,0.0,0.00021,0.00021,0.41226,145.81,NaN,21.61,5.16,7.73,738.53,NaN,5.53,NaN,NaN,12.58,NaN,14.04,NaN,NaN,NaN,1494.68,250.72
ped2.G.recomb10-0.10-7.wcnf,211110.0,2833564.0,0.0067,563.27606,99.85713,1.0,581.0,0.0745,1e-05,4.14803,0.0,0.00062,0.00062,1e-05,2.01683,0.0,0.00274,0.00274,0.76509,0.28681,0.06471,0.98947,0.92477,0.716,0.34698,0.0,1.0,1.0,0.02588,0.63313,0.9998,0.0,0.0,0.0,0.0002,0.0002,0.40857,66.47,NaN,34.03,10.24,10.67,NaN,NaN,20.18,NaN,NaN,22.14,NaN,33.11,NaN,NaN,NaN,NaN,832.33
ped2.G.recomb10-0.10-8.wcnf,211991.0,2614208.0,0.00726,563.27606,99.85713,1.0,581.0,0.08109,1e-05,4.23322,0.0,0.00068,0.00068,1e-05,2.09317,0.0,0.00273,0.00273,0.74848,0.29388,0.03896,0.98947,0.95051,0.71972,0.34725,0.0,1.0,1.0,0.03062,0.63886,0.99978,0.0,0.0,0.0,0.00022,0.00022,0.40816,37.06,NaN,30.01,7.63,10.34,NaN,NaN,13.76,NaN,NaN,18.03,NaN,21.19,NaN,NaN,NaN,NaN,379.1
ped2.G.recomb10-0.10-9.wcnf,211564.0,2464414.0,0.0077,563.27606,99.85713,1.0,581.0,0.08585,1e-05,4.26899,0.0,0.00071,0.00071,1e-05,2.15847,0.0,0.00274,0.00273,0.73532,0.30095,0.03659,0.98947,0.95289,0.71836,0.34786,0.0,1.0,1.0,0.03515,0.63996,0.99977,0.0,0.0,0.0,0.00023,0.00023,0.41567,196.94,NaN,24.71,6.18,8.28,1774.69,NaN,8.4,NaN,NaN,14.74,NaN,19.37,NaN,NaN,NaN,NaN,336.67
ped2.G.recomb10-0.20-11.wcnf,213655.0,3695461.0,0.00514,563.27606,99.85713,1.0,581.0,0.05782,1e-05,3.43285,0.0,0.00049,0.00049,1e-05,1.7604,0.0,0.00271,0.00271,0.76789,0.29379,0.05128,0.98947,0.93819,0.7198,0.3313,0.0,1.0,1.0,0.02009,0.603,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37228,NaN,NaN,36.92,NaN,810.93,NaN,NaN,NaN,NaN,NaN,342.05,NaN,519.84,NaN,NaN,NaN,NaN,NaN
ped2.G.recomb10-0.20-12.wcnf,214302.0,3502505.0,0.00542,563.27606,99.85713,1.0,581.0,0.06119,1e-05,3.46171,0.0,0.0005,0.0005,1e-05,1.80191,0.0,0.0027,0.0027,0.75407,0.30155,0.07895,0.98947,0.91053,0.71673,0.33297,0.0,1.0,1.0,0.02289,0.60778,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.38204,476.26,NaN,38.15,12.02,13.72,NaN,NaN,50.8,NaN,NaN,26.81,NaN,55.63,NaN,NaN,NaN,NaN,NaN
ped2.G.recomb10-0.20-13.wcnf,215039.0,3700524.0,0.00513,563.27606,99.85713,1.0,581.0,0.05811,1e-05,3.42862,0.0,0.0005,0.0005,1e-05,1.74921,0.0,0.00269,0.00269,0.77098,0.29178,0.10101,0.98947,0.88846,0.71948,0.33042,0.0,1.0,1.0,0.01944,0.60921,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37401,NaN,NaN,52.71,158.42,377.44,NaN,NaN,NaN,NaN,NaN,99.17,NaN,1644.54,NaN,NaN,NaN,NaN,NaN
ped2.G.recomb10-0.20-14.wcnf,214997.0,3696921.0,0.00513,563.27606,99.85713,1.0,581.0,0.05816,1e-05,3.44873,0.0,0.00051,0.00051,1e-05,1.75246,0.0,0.00269,0.00269,0.77275,0.2903,0.0,0.98947,0.98947,0.72023,0.33099,0.0,1.0,1.0,0.01921,0.60929,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37313,100.74,NaN,23.08,8.54,11.39,NaN,NaN,13.08,NaN,NaN,22.22,NaN,30.59,NaN,NaN,NaN,NaN,787.32
ped2.G.recomb10-0.20-15.wcnf,214821.0,3504563.0,0.00542,563.27606,99.85713,1.0,581.0,0.0613,1e-05,3.48111,0.0,0.00052,0.00052,1e-05,1.80018,0.0,0.0027,0.00269,0.76229,0.29656,0.03333,0.98947,0.95614,0.71605,0.33165,0.0,1.0,1.0,0.02159,0.61244,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.38193,603.38,NaN,37.06,19.43,18.9,NaN,NaN,248.93,NaN,NaN,34.9,NaN,72.43,NaN,NaN,NaN,NaN,1775.89
ped2.G.recomb5-0.01-1.wcnf,208381.0,1714577.0,0.01107,563.27606,99.85713,1.0,581.0,0.12153,1e-05,5.74447,0.0,0.00105,0.00105,1e-05,2.4769,0.0,0.00278,0.00277,0.74879,0.27512,0.0,1.0,1.0,0.71488,0.35943,0.0,1.0,1.0,0.04322,0.60791,0.99967,0.0,0.0,0.0,0.00033,0.00033,0.42091,27.88,NaN,28.74,3.15,5.01,517.66,NaN,4.47,NaN,NaN,9.82,NaN,8.03,492.84,NaN,NaN,490.08,163.78
ped2.G.recomb5-0.01-2.wcnf,208141.0,2088672.0,0.00909,563.27606,99.85713,1.0,581.0,0.09965,1e-05,5.29752,0.0,0.00085,0.00085,1e-05,2.24478,0.0,0.00278,0.00278,0.75917,0.27506,0.0,1.0,1.0,0.71395,0.35689,0.0,1.0,1.0,0.03526,0.59087,0.99973,0.0,0.0,0.0,0.00027,0.00027,0.41123,25.82,NaN,19.56,4.48,5.93,363.1,NaN,4.37,NaN,NaN,9.12,NaN,9.34,942.78,NaN,NaN,899.14,210.0
ped2.G.recomb5-0.01-3.wcnf,208501.0,1818461.0,0.01044,563.27606,99.85713,1.0,581.0,0.11466,1e-05,5.55023,0.0,0.00093,0.00093,1e-05,2.42558,0.0,0.00278,0.00277,0.7454,0.28048,0.0,1.0,1.0,0.71842,0.35652,0.0,1.0,1.0,0.04166,0.62318,0.9997,0.0,0.0,0.0,0.00031,0.00031,0.41963,30.97,NaN,30.04,2.75,5.2,248.2,NaN,3.44,NaN,NaN,8.62,NaN,6.55,336.27,NaN,NaN,307.33,107.92
ped2.G.recomb5-0.01-4.wcnf,208233.0,1768677.0,0.01073,563.27606,99.85713,1.0,581.0,0.11773,1e-05,5.4888,0.0,0.00088,0.00088,1e-05,2.47511,0.0,0.00278,0.00278,0.73912,0.28288,0.0,1.0,1.0,0.71885,0.35672,0.0,1.0,1.0,0.04625,0.63351,0.99969,0.0,0.0,0.0,0.0003,0.0003,0.42698,41.99,NaN,20.52,2.04,3.81,49.55,NaN,1.86,NaN,NaN,5.74,NaN,4.34,102.26,NaN,NaN,109.12,82.68
ped2.G.recomb5-0.01-5.wcnf,208489.0,1666534.0,0.01139,563.27606,99.85713,1.0,581.0,0.1251,1e-05,5.73724,0.0,0.00104,0.00104,1e-05,2.55911,0.0,0.00278,0.00277,0.73974,0.27818,0.0,1.0,1.0,0.71982,0.3571,0.0,1.0,1.0,0.0468,0.63511,0.99966,0.0,0.0,0.0,0.00035,0.00035,0.42513,39.41,NaN,23.32,2.59,4.5,535.65,NaN,2.58,NaN,NaN,5.7,NaN,5.27,285.56,NaN,NaN,275.08,158.09
ped2.G.recomb5-0.10-10.wcnf,212787.0,2560920.0,0.00741,563.27606,99.85713,1.0,581.0,0.08309,1e-05,4.24505,0.0,0.0007,0.0007,1e-05,2.12316,0.0,0.00272,0.00272,0.7501,0.29185,0.04947,1.0,0.95053,0.72261,0.34667,0.0,1.0,1.0,0.0306,0.65716,0.99978,0.0,0.0,0.0,0.00022,0.00022,0.40818,50.99,NaN,25.9,3.83,6.68,476.14,NaN,4.4,NaN,NaN,10.11,NaN,8.67,391.65,NaN,NaN,380.57,207.32
ped2.G.recomb5-0.10-6.wcnf,212211.0,2576648.0,0.00737,563.27606,99.85713,1.0,581.0,0.08236,1e-05,4.19022,0.0,0.00067,0.00067,1e-05,2.11547,0.0,0.00273,0.00272,0.74081,0.29857,0.0354,0.98947,0.95408,0.72059,0.34706,0.0,1.0,1.0,0.03256,0.64959,0.99978,0.0,0.0,0.0,0.00022,0.00022,0.41217,70.18,NaN,20.4,3.4,6.3,397.41,NaN,4.43,NaN,NaN,9.97,NaN,9.37,701.61,NaN,NaN,680.03,284.85
ped2.G.recomb5-0.10-7.wcnf,212648.0,2525326.0,0.00752,563.27606,99.85713,1.0,581.0,0.08421,1e-05,4.2791,0.0,0.0007,0.0007,1e-05,2.12818,0.0,0.00272,0.00272,0.75028,0.29193,0.02913,0.98947,0.96035,0.71654,0.34807,0.0,1.0,1.0,0.03096,0.6456,0.99977,0.0,0.0,0.0,0.00023,0.00023,0.41588,77.59,NaN,22.99,4.82,6.42,NaN,NaN,6.02,NaN,NaN,11.46,NaN,13.02,1077.11,NaN,NaN,1202.86,791.52
ped2.G.recomb5-0.10-8.wcnf,212735.0,2718228.0,0.00698,563.27606,99.85713,1.0,581.0,0.07826,1e-05,4.20931,0.0,0.00066,0.00066,1e-05,2.04452,0.0,0.00272,0.00272,0.75642,0.29066,0.06709,0.98947,0.92239,0.71625,0.34758,0.0,1.0,1.0,0.02796,0.6321,0.99979,0.0,0.0,0.0,0.00021,0.00021,0.40944,65.32,NaN,25.65,4.64,6.7,1568.5,NaN,6.22,NaN,NaN,12.62,NaN,13.22,438.0,NaN,NaN,562.71,262.64
ped2.G.recomb5-0.10-9.wcnf,212153.0,2610397.0,0.00727,563.27606,99.85713,1.0,581.0,0.08127,1e-05,4.26626,0.0,0.00066,0.00066,1e-05,2.0949,0.0,0.00273,0.00272,0.75491,0.29079,0.03509,0.98947,0.95439,0.71527,0.34819,0.0,1.0,1.0,0.02937,0.64206,0.99978,0.0,0.0,0.0,0.00021,0.00021,0.41608,45.67,NaN,22.41,5.18,7.41,NaN,NaN,14.4,NaN,NaN,19.99,NaN,15.03,1226.48,NaN,NaN,1140.77,461.2
